TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
14291,14,33274,0.5,100,100,1000,9701,117,17314,0.53,290,253,1231,14250,127,31972,0.57,214,162,1514,15864,41,31131,0.54,328,280,1377,12393,145,31572,0.57,207,159,1209,10206,8,21645,0.57,165,127,1079,15127,51,26094,0.53,263,234,1061,7114,71,15276,0.5,100,100,1000,7163,98,9012,0.52,286,259,1014,6243,82,5812,0.5,100,100,1000,1
4963,48,2990,0.5,100,100,1000,6206,61,10090,0.56,182,144,1149,5249,152,3257,0.5,100,100,1000,6807,143,4366,0.56,165,130,1015,5572,2,6149,0.5,100,100,1000,7995,162,5806,0.54,285,240,1355,4781,51,2988,0.5,100,100,1000,7956,30,8717,0.5,100,100,1000,3982,84,2638,0.55,282,228,1597,5477,55,4335,0.54,267,224,1126,0
10286,117,13650,0.52,412,380,1067,7291,52,18465,0.5,100,100,1000,12956,123,23830,0.53,423,379,1064,6491,143,9297,0.53,302,263,1093,11594,64,15557,0.5,100,100,1000,6383,38,8402,0.56,231,184,1377,9333,51,13221,0.52,401,367,1045,12568,26,16615,0.5,100,100,1000,5776,130,4536,0.5,100,100,1000,4713,15,4130,0.6,122,80,1013,1
7422,117,10356,0.64,136,75,1434,9790,48,15825,0.66,134,70,1437,8655,60,12945,0.54,369,317,1010,11654,157,11202,0.55,150,122,1028,7699,66,13167,0.5,100,100,1000,11112,2,15336,0.74,80,28,1106,7292,51,10218,0.5,100,100,1000,12627,150,20266,0.55,296,241,1195,4739,98,4779,0.53,424,382,1116,7686,84,7511,0.52,504,463,1003,0
7213,92,7565,0.56,233,186,1219,9122,59,11805,0.56,182,144,1149,8915,144,7654,0.5,100,100,1000,11768,77,14567,0.5,100,100,1000,9102,66,11584,0.5,100,100,1000,7961,162,11009,0.5,100,100,1000,8460,150,8490,0.5,100,100,1000,11642,139,14443,0.5,100,100,1000,5966,130,3967,0.5,100,100,1000,5672,15,4224,0.56,234,181,1035,0
8829,146,14174,0.5,100,100,1000,7322,112,14289,0.5,100,100,1000,9500,157,6904,0.55,150,122,1028,8670,67,15862,0.56,211,167,1280,8790,131,14314,0.55,234,195,1312,8273,66,7125,0.55,203,169,1002,13221,159,11533,0.55,229,185,1290,8238,26,6340,0.54,325,280,1316,6333,72,4144,0.5,100,100,1000,4871,102,5814,0.5,100,100,1000,1
5771,52,6120,0.5,100,100,1000,5284,1,5338,0.5,100,100,1000,7845,47,4850,0.5,100,100,1000,4273,88,4689,0.5,100,100,1000,8614,131,6259,0.5,100,100,1000,4621,145,5957,0.5,100,100,1000,8368,20,9996,0.5,100,100,1000,6061,53,4313,0.54,197,170,1006,7337,135,11447,0.5,100,100,1000,3219,68,1225,0.5,100,100,1000,1
7769,90,11542,0.58,167,119,1099,14033,44,29714,0.5,100,100,1000,8210,38,16445,0.62,117,72,1006,13371,39,19711,0.58,119,87,1042,9197,3,14810,0.5,100,100,1000,11193,34,14814,0.53,327,289,1067,10759,51,14012,0.5,100,100,1000,10623,56,20171,0.5,100,100,1000,6788,55,6956,0.5,100,100,1000,8148,95,6384,0.54,353,296,1258,0
7414,74,12259,0.5,100,100,1000,12333,25,18451,0.5,100,100,1000,10887,152,21564,0.5,100,100,1000,12050,88,13735,0.5,100,100,1000,11395,70,23130,0.5,100,100,1000,8313,161,15444,0.55,242,197,1397,9310,42,23045,0.5,100,100,1000,13795,18,18855,0.5,100,100,1000,7371,110,10291,0.5,100,100,1000,11610,95,19298,0.5,100,100,1000,0
10101,90,21842,0.5,100,100,1000,16004,133,26454,0.56,182,144,1149,9573,47,7077,0.5,100,100,1000,14152,67,22648,0.53,423,379,1064,11822,123,17920,0.5,100,100,1000,10158,2,17050,0.54,262,225,1118,12093,138,25249,0.5,100,100,1000,11478,30,18243,0.5,100,100,1000,8149,151,15768,0.56,234,181,1035,8623,163,19317,0.5,100,100,1000,0
10343,74,16181,0.5,100,100,1000,8914,44,9577,0.52,328,297,1083,10892,63,17227,0.5,100,100,1000,7927,67,7608,0.5,100,100,1000,12835,123,24852,0.5,100,100,1000,8929,52,14163,0.5,100,100,1000,13427,150,17389,0.56,221,173,1136,8625,56,22761,0.5,100,100,1000,9502,72,10866,0.5,100,100,1000,7507,73,18502,0.51,437,413,1074,1
13105,154,26169,0.5,100,100,1000,10282,14,7561,0.5,100,100,1000,8795,76,12621,0.5,100,100,1000,11373,39,16946,0.54,244,211,1080,9983,55,9378,0.53,349,314,1194,11507,66,16561,0.53,331,291,1053,14967,51,26813,0.56,233,186,1219,10651,159,19993,0.5,100,100,1000,9947,95,10169,0.5,100,100,1000,6364,72,3922,0.5,100,100,1000,1
14272,106,29731,0.54,259,219,1058,9962,64,13733,0.5,100,100,1000,11448,149,14040,0.55,247,202,1313,10891,38,26041,0.54,371,316,1575,11193,126,18349,0.55,191,154,1003,14464,44,20181,0.5,100,100,1000,13395,150,19671,0.57,162,124,1206,10930,71,18686,0.5,100,100,1000,10727,110,24187,0.5,100,100,1000,6713,82,6065,0.5,100,100,1000,1
13157,21,17724,0.5,100,100,1000,17831,80,52446,0.5,100,100,1000,17753,149,38564,0.54,161,135,1049,21180,67,52559,0.5,100,100,1000,12977,27,21435,0.5,100,100,1000,15956,8,40195,0.5,100,100,1000,22125,108,51253,0.5,100,100,1000,18453,150,34632,0.5,100,100,1000,10549,98,10628,0.5,100,100,1000,12307,55,21710,0.5,100,100,1000,0
15056,61,28724,0.5,100,100,1000,11084,90,16233,0.5,100,100,1000,13418,60,22789,0.54,369,317,1010,15204,67,15548,0.5,100,100,1000,13381,158,21264,0.5,100,100,1000,18066,145,40525,0.5,100,100,1000,19312,9,45582,0.5,100,100,1000,13455,150,13136,0.5,100,100,1000,12062,72,7070,0.5,100,100,1000,8372,15,8278,0.5,100,100,1000,1
11283,49,25257,0.5,100,100,1000,13875,32,17804,0.5,100,100,1000,13853,38,23170,0.5,100,100,1000,13471,115,19373,0.5,100,100,1000,10722,160,9297,0.5,100,100,1000,18498,96,32936,0.5,100,100,1000,17182,138,30703,0.5,100,100,1000,12724,135,15032,0.5,100,100,1000,10680,15,17581,0.55,197,161,1046,10656,81,13593,0.5,100,100,1000,0
12001,14,15609,0.5,100,100,1000,13373,106,29458,0.56,190,150,1043,9304,47,12840,0.5,100,100,1000,17072,144,34164,0.5,100,100,1000,11864,66,21038,0.5,100,100,1000,11252,70,13076,0.5,100,100,1000,12057,9,27306,0.5,100,100,1000,11800,51,19719,0.5,100,100,1000,7242,72,5588,0.5,100,100,1000,9216,120,8832,0.5,100,100,1000,0
7207,92,6515,0.62,98,61,1018,5837,114,8684,0.5,100,100,1000,12135,67,20420,0.5,100,100,1000,7440,28,7665,0.5,100,100,1000,10387,56,15298,0.5,100,100,1000,7218,96,8823,0.5,100,100,1000,10692,26,14501,0.5,100,100,1000,7338,48,12588,0.5,100,100,1000,6589,95,6040,0.5,100,100,1000,8783,110,13916,0.5,100,100,1000,1
14100,48,18044,0.53,290,259,941,14044,23,24424,0.5,100,100,1000,14514,27,28780,0.66,120,63,1013,15063,41,21420,0.53,434,379,1542,16605,154,26032,0.5,100,100,1000,10178,95,11297,0.5,100,100,1000,14200,159,28392,0.5,100,100,1000,15444,153,21971,0.52,456,414,1107,9453,72,8310,0.55,342,275,1346,8224,98,9162,0.5,100,100,1000,1
11105,59,8928,0.5,100,100,1000,17248,74,34063,0.57,239,179,1522,19546,39,41678,0.5,100,100,1000,13394,63,23101,0.5,100,100,1000,16155,7,37168,0.55,280,233,1516,11775,92,14718,0.5,100,100,1000,18180,51,38141,0.53,222,197,1107,16486,9,48481,0.58,212,152,1389,9672,130,7184,0.5,100,100,1000,8509,72,5341,0.5,100,100,1000,1
10476,105,17932,0.5,100,100,1000,11433,8,24216,0.5,100,100,1000,16097,39,29095,0.53,423,379,1064,14597,143,27129,0.57,164,126,1137,11451,70,18306,0.52,412,380,1067,11583,123,20546,0.52,456,414,1107,7240,21,11660,0.52,296,269,1098,16198,150,31130,0.5,100,100,1000,9533,110,19528,0.5,100,100,1000,9733,130,8063,0.63,186,111,1702,0
11070,48,18718,0.53,342,308,1116,7561,117,13468,0.62,154,96,1009,11939,76,22769,0.5,100,100,1000,10269,38,18541,0.54,371,316,1575,12511,64,20640,0.5,100,100,1000,8703,123,18257,0.5,100,100,1000,12425,30,30787,0.54,222,188,1100,10655,159,15150,0.55,165,136,1027,8294,98,7246,0.57,193,143,1048,9842,110,25811,0.55,156,129,1013,1
7908,112,12056,0.5,100,100,1000,6584,23,6602,0.5,100,100,1000,11759,86,14300,0.5,100,100,1000,9183,60,14089,0.54,369,317,1010,10518,107,10015,0.5,100,100,1000,7267,8,10175,0.5,100,100,1000,10179,153,12289,0.5,100,100,1000,7266,51,5828,0.5,100,100,1000,6742,46,6111,0.5,100,100,1000,5599,130,4070,0.5,100,100,1000,1
7861,52,17688,0.5,100,100,1000,7489,128,9013,0.52,416,380,1046,7976,144,7354,0.5,100,100,1000,13439,29,27930,0.54,244,211,1080,8851,123,10207,0.74,80,28,1106,10117,127,15024,0.5,100,100,1000,9587,53,13269,0.5,100,100,1000,7734,30,10860,0.54,192,162,1012,5212,84,5282,0.69,82,36,1033,5573,125,5837,0.5,100,100,1000,0
10336,114,14098,0.5,100,100,1000,9443,59,9095,0.5,100,100,1000,12072,143,19551,0.5,100,100,1000,11824,127,24461,0.5,100,100,1000,9523,124,17760,0.5,100,100,1000,11799,80,21597,0.5,100,100,1000,15710,131,38023,0.5,100,100,1000,14707,54,20029,0.5,100,100,1000,11631,16,21280,0.5,100,100,1000,8540,101,8138,0.55,242,197,1397,1
12677,80,19639,0.57,126,95,1007,14302,35,25500,0.5,100,100,1000,12275,60,22521,0.54,369,317,1010,15502,104,31936,0.5,100,100,1000,13378,93,20172,0.5,100,100,1000,13457,61,32304,0.5,100,100,1000,14710,50,25949,0.5,100,100,1000,9877,30,13696,0.53,438,391,1173,11321,151,21013,0.5,100,100,1000,7482,98,5015,0.5,100,100,1000,1
15569,43,29745,0.5,100,100,1000,15168,48,19574,0.5,100,100,1000,17057,100,21685,0.5,100,100,1000,14079,143,21350,0.5,100,100,1000,16267,162,39331,0.54,285,240,1355,17306,126,38004,0.5,100,100,1000,13043,138,16941,0.59,139,97,1092,19810,30,47750,0.59,111,78,1098,10333,123,14482,0.5,100,100,1000,12275,8,23285,0.57,178,137,1215,0
13532,44,23119,0.5,100,100,1000,11251,93,22272,0.5,100,100,1000,16829,144,25727,0.5,100,100,1000,12534,47,19981,0.5,100,100,1000,8977,34,14122,0.56,185,148,1161,14546,124,32152,0.5,100,100,1000,15314,131,14367,0.58,132,96,1015,15739,51,34895,0.58,212,152,1389,8594,98,8881,0.54,261,226,1003,8778,72,7771,0.5,100,100,1000,1
9844,49,12947,0.54,259,219,1058,6552,74,8900,0.5,100,100,1000,9871,47,8810,0.5,100,100,1000,6816,143,7319,0.66,134,70,1437,8424,162,15502,0.54,285,240,1355,8488,66,10969,0.57,165,127,1079,12102,150,15045,0.6,119,80,1010,7160,51,8356,0.5,100,100,1000,6885,98,6686,0.5,100,100,1000,4584,125,5211,0.54,233,196,1147,1
7876,90,7781,0.5,100,100,1000,14512,48,23468,0.66,134,70,1437,10968,41,9260,0.54,230,195,1002,11872,106,20421,0.5,100,100,1000,11438,44,17481,0.5,100,100,1000,11689,96,11134,0.5,100,100,1000,9727,140,10454,0.5,100,100,1000,11046,10,10449,0.57,148,112,1020,5984,98,5537,0.5,100,100,1000,6759,84,7422,0.5,100,100,1000,0
13165,60,20990,0.5,100,100,1000,14986,64,21968,0.5,100,100,1000,13130,28,19976,0.5,100,100,1000,11710,67,17946,0.5,100,100,1000,15838,75,28175,0.5,100,100,1000,16347,22,39080,0.5,100,100,1000,18892,159,38900,0.5,100,100,1000,13035,150,24720,0.5,100,100,1000,9004,98,8592,0.5,100,100,1000,8259,84,8398,0.5,100,100,1000,1
9908,154,21537,0.53,269,235,1091,8353,43,17725,0.5,100,100,1000,13184,104,16901,0.5,100,100,1000,9346,38,13050,0.55,222,182,982,8774,126,17876,0.56,260,204,1534,9686,153,6974,0.53,351,311,1195,9635,42,11242,0.56,174,135,1177,8780,51,7874,0.5,100,100,1000,8478,110,8749,0.56,138,109,1132,6530,13,7431,0.55,280,233,1516,1
9512,61,14640,0.5,100,100,1000,7277,114,10487,0.62,147,90,1014,7436,144,7579,0.5,100,100,1000,12309,136,20083,0.5,100,100,1000,9611,49,15257,0.5,100,100,1000,12395,91,24788,0.5,100,100,1000,8889,51,12548,0.5,100,100,1000,13145,150,17374,0.5,100,100,1000,6668,81,8971,0.5,100,100,1000,7876,55,6274,0.5,100,100,1000,0
2966,49,1748,0.5,100,100,1000,3374,8,2779,0.5,100,100,1000,2598,31,1734,0.5,100,100,1000,3797,47,3233,0.62,147,90,1014,2706,52,2642,0.5,100,100,1000,3967,154,4732,0.5,100,100,1000,3428,30,1726,0.5,100,100,1000,3079,10,1589,0.54,256,217,1026,2005,42,2683,0.5,100,100,1000,2071,5,905,0.5,100,100,1000,0
7532,117,16412,0.5,100,100,1000,12014,64,15519,0.5,100,100,1000,8248,89,7711,0.5,100,100,1000,13811,144,24416,0.5,100,100,1000,10314,91,18750,0.54,372,317,1471,11564,8,22908,0.5,100,100,1000,8266,9,12948,0.5,100,100,1000,13210,51,22164,0.5,100,100,1000,5583,130,3778,0.5,100,100,1000,7370,84,7093,0.69,82,36,1033,0
9616,117,10917,0.61,114,73,1242,8307,43,15854,0.5,100,100,1000,12881,88,17051,0.54,244,211,1080,8589,38,13206,0.5,100,100,1000,15660,123,34474,0.5,100,100,1000,10461,49,19871,0.5,100,100,1000,12150,51,14800,0.5,100,100,1000,11633,159,15173,0.5,100,100,1000,7668,120,7780,0.5,100,100,1000,5749,84,6770,0.58,200,143,1341,1
10582,35,16306,0.5,100,100,1000,13473,146,23126,0.5,100,100,1000,10276,147,9710,0.54,328,280,1377,13600,77,19177,0.57,277,209,1373,12350,140,22306,0.5,100,100,1000,9332,7,17016,0.5,100,100,1000,11070,9,19567,0.5,100,100,1000,13275,51,18503,0.53,263,234,1061,7393,13,10212,0.53,290,253,1231,8188,130,6746,0.5,100,100,1000,0
9324,32,8646,0.5,100,100,1000,8418,74,20398,0.5,100,100,1000,9270,67,8321,0.55,247,202,1313,12843,152,24740,0.5,100,100,1000,8115,38,15509,0.5,100,100,1000,12908,91,26797,0.56,145,112,1206,10417,150,18187,0.5,100,100,1000,11783,51,16289,0.55,445,371,1847,6644,98,5461,0.5,100,100,1000,8936,130,7185,0.5,100,100,1000,0
9857,61,15389,0.5,100,100,1000,8655,92,6695,0.62,147,90,1014,8897,39,15591,0.5,100,100,1000,13627,47,15129,0.57,127,96,1065,10216,96,11838,0.5,100,100,1000,12886,12,27928,0.5,100,100,1000,9857,135,13169,0.5,100,100,1000,12655,53,19410,0.58,132,96,1015,6264,98,4250,0.5,100,100,1000,7488,84,6511,0.54,203,172,1100,0
6306,90,6178,0.59,123,84,1129,9993,48,11310,0.5,100,100,1000,6307,143,2136,0.5,100,100,1000,8225,149,6181,0.54,161,135,1049,6737,2,9557,0.5,100,100,1000,6848,33,4901,0.5,100,100,1000,7503,53,7150,0.5,100,100,1000,10390,51,10776,0.5,100,100,1000,3975,15,3678,0.5,100,100,1000,5341,84,4354,0.5,100,100,1000,0
9637,74,19166,0.5,100,100,1000,15130,117,25563,0.5,100,100,1000,16824,39,37226,0.5,100,100,1000,12700,31,25783,0.53,297,266,1053,15723,3,33326,0.5,100,100,1000,12864,107,33936,0.5,100,100,1000,12108,150,31973,0.5,100,100,1000,22162,51,48226,0.5,100,100,1000,11509,55,23430,0.52,432,401,1007,13046,72,10789,0.5,100,100,1000,0
9318,92,18913,0.5,100,100,1000,9800,21,14539,0.5,100,100,1000,11628,63,22470,0.5,100,100,1000,12193,41,18884,0.5,100,100,1000,9698,123,16672,0.5,100,100,1000,11307,20,23968,0.5,100,100,1000,9340,159,10681,0.5,100,100,1000,13366,50,30941,0.5,100,100,1000,5691,130,3572,0.5,100,100,1000,9653,163,18957,0.5,100,100,1000,0
15232,32,24971,0.5,100,100,1000,11795,90,31610,0.5,100,100,1000,12117,31,23260,0.5,100,100,1000,13054,143,13564,0.5,100,100,1000,14468,11,25545,0.5,100,100,1000,16498,123,26834,0.5,100,100,1000,15829,53,25442,0.5,100,100,1000,12918,159,15657,0.5,100,100,1000,8030,84,4823,0.5,100,100,1000,7728,17,5425,0.55,226,185,1099,1
4960,74,6690,0.57,149,112,1080,8696,154,7672,0.5,100,100,1000,4024,144,3453,0.53,297,266,1053,7385,67,6952,0.5,100,100,1000,5520,107,5363,0.5,100,100,1000,7803,106,11546,0.53,457,399,1561,3856,159,4779,0.52,456,414,1107,7656,138,9544,0.52,451,415,1199,3399,46,1845,0.5,100,100,1000,5819,121,4496,0.5,100,100,1000,0
9859,137,8719,0.56,159,124,1045,10931,93,19374,0.5,100,100,1000,10826,152,13648,0.5,100,100,1000,11658,86,15676,0.57,126,95,1007,11232,151,19343,0.5,100,100,1000,10125,70,9435,0.5,100,100,1000,12556,56,27845,0.5,100,100,1000,9921,51,18786,0.5,100,100,1000,8145,98,6747,0.5,100,100,1000,5797,130,5321,0.5,100,100,1000,1
18367,48,20328,0.56,131,101,1044,11161,3,12149,0.5,100,100,1000,11708,143,9502,0.5,100,100,1000,12440,38,23304,0.55,247,202,1313,12698,162,16139,0.5,100,100,1000,13484,153,11747,0.54,215,181,1184,16551,51,32341,0.5,100,100,1000,16306,159,23542,0.5,100,100,1000,7920,8,10835,0.52,286,259,1014,8478,72,4835,0.5,100,100,1000,1
11483,90,19050,0.5,100,100,1000,9080,116,15348,0.52,347,314,1078,9995,109,11067,0.53,457,399,1561,9854,123,13012,0.56,315,250,1059,8747,80,17793,0.5,100,100,1000,6606,52,8793,0.5,100,100,1000,12125,118,19392,0.54,256,217,1026,8113,138,11365,0.56,179,141,1159,11456,110,17477,0.53,458,410,1145,5248,98,3536,0.5,100,100,1000,1
11051,52,16258,0.5,100,100,1000,16242,93,34489,0.5,100,100,1000,10416,149,13308,0.55,305,252,1424,16394,69,33695,0.5,100,100,1000,10943,2,24233,0.5,100,100,1000,12089,96,25542,0.5,100,100,1000,11225,150,22209,0.5,100,100,1000,13599,51,19294,0.5,100,100,1000,7038,46,6275,0.5,100,100,1000,8932,130,5850,0.54,203,172,1100,0
16459,35,20104,0.5,100,100,1000,12109,74,16127,0.5,100,100,1000,15916,29,39896,0.53,442,397,1193,11027,144,12654,0.5,100,100,1000,12958,131,12568,0.5,100,100,1000,16743,124,20636,0.54,274,232,1101,17965,51,34533,0.57,162,124,1206,19757,150,30156,0.53,263,234,1061,9957,130,7532,0.5,100,100,1000,9014,15,12577,0.5,100,100,1000,1
12316,23,20881,0.5,100,100,1000,14967,21,36347,0.5,100,100,1000,13242,143,26848,0.59,149,105,1207,10099,157,19894,0.5,100,100,1000,11732,66,26425,0.5,100,100,1000,10716,126,21707,0.5,100,100,1000,13965,79,55617,0.5,100,100,1000,10432,26,13136,0.5,100,100,1000,11242,78,13206,0.5,100,100,1000,8343,72,8967,0.5,100,100,1000,1
11718,52,8249,0.5,100,100,1000,11741,106,17346,0.5,100,100,1000,21497,24,58148,0.5,100,100,1000,11351,41,10793,0.5,100,100,1000,15868,49,35365,0.5,100,100,1000,12738,57,15777,0.5,100,100,1000,10488,139,18850,0.5,100,100,1000,13693,9,30696,0.55,197,161,1046,7773,17,8422,0.5,100,100,1000,9188,130,8622,0.5,100,100,1000,1
10791,38,11166,0.5,100,100,1000,6111,37,7965,0.5,100,100,1000,10884,158,7896,0.52,401,367,1045,5970,14,2813,0.5,100,100,1000,13850,123,24349,0.5,100,100,1000,8495,124,9249,0.57,165,127,1079,8555,111,5315,0.5,100,100,1000,12211,51,19193,0.5,100,100,1000,8692,110,8295,0.69,82,36,1033,5688,95,6167,0.58,200,143,1341,1
10830,38,19999,0.5,100,100,1000,8289,117,17068,0.5,100,100,1000,13880,136,28102,0.5,100,100,1000,9478,41,11885,0.5,100,100,1000,12689,49,27518,0.5,100,100,1000,10194,20,17758,0.5,100,100,1000,11879,138,20118,0.55,180,146,986,10787,9,19848,0.54,325,274,1299,7924,46,7389,0.5,100,100,1000,6904,55,7718,0.5,100,100,1000,1
14167,61,22926,0.5,100,100,1000,11318,105,10517,0.56,211,167,1234,13657,47,18371,0.5,100,100,1000,12687,126,18388,0.56,260,204,1534,15531,127,21561,0.57,214,162,1514,9577,162,11437,0.54,285,240,1355,15189,138,28559,0.55,296,241,1195,12637,159,12008,0.55,229,185,1290,8249,130,6526,0.53,290,259,941,6853,15,6867,0.5,100,100,1000,1
11502,48,26438,0.5,100,100,1000,15404,90,27831,0.5,100,100,1000,12894,14,17463,0.5,100,100,1000,17039,60,34858,0.53,351,311,1195,14390,145,36483,0.5,100,100,1000,12694,3,18740,0.53,368,327,1068,14455,150,30175,0.5,100,100,1000,15486,51,12567,0.54,301,252,1013,9910,8,16394,0.5,100,100,1000,9863,130,8160,0.55,174,142,1070,0
15792,43,40956,0.5,100,100,1000,10323,48,13449,0.5,100,100,1000,14837,24,21061,0.5,100,100,1000,11214,41,18037,0.5,100,100,1000,13457,4,19848,0.5,100,100,1000,12931,66,29168,0.53,406,363,1246,14951,9,33729,0.5,100,100,1000,13078,150,20524,0.54,301,252,1013,8447,130,7003,0.5,100,100,1000,8965,46,7730,0.5,100,100,1000,1
7450,21,7165,0.5,100,100,1000,10455,37,13535,0.57,164,126,1137,7017,28,5656,0.5,100,100,1000,9824,144,8157,0.52,482,444,1089,11194,131,17224,0.5,100,100,1000,9845,2,15645,0.5,100,100,1000,9031,26,10455,0.5,100,100,1000,11464,51,20227,0.5,100,100,1000,5898,161,8742,0.5,100,100,1000,7195,130,6028,0.56,211,165,1129,0
10277,106,15189,0.5,100,100,1000,10455,125,10754,0.5,100,100,1000,9588,63,17584,0.5,100,100,1000,13546,38,23420,0.5,100,100,1000,9069,122,17582,0.5,100,100,1000,11526,124,25350,0.5,100,100,1000,12487,159,23292,0.53,251,221,953,12877,51,35377,0.54,301,252,1013,6437,46,4718,0.53,334,299,942,8116,78,2325,0.5,100,100,1000,0
4409,103,5403,0.5,100,100,1000,7662,23,10873,0.5,100,100,1000,6001,38,5409,0.5,100,100,1000,5443,143,5233,0.5,100,100,1000,5081,154,5264,0.5,100,100,1000,5510,2,6337,0.5,100,100,1000,5095,10,5607,0.58,132,96,1015,9593,54,17091,0.5,100,100,1000,4748,141,8531,0.5,100,100,1000,5600,102,4761,0.53,347,311,1039,0
16817,49,40891,0.57,221,168,1802,5285,90,6844,0.5,100,100,1000,9419,143,6958,0.5,100,100,1000,6742,14,6402,0.5,100,100,1000,7586,142,7907,0.5,100,100,1000,8699,145,10619,0.5,100,100,1000,10676,150,12024,0.5,100,100,1000,7393,18,8209,0.5,100,100,1000,6176,73,4380,0.5,100,100,1000,5715,81,4167,0.5,100,100,1000,1
4526,74,5880,0.5,100,100,1000,8491,117,8002,0.53,320,285,1092,5656,38,4954,0.61,114,73,1242,7191,39,7746,0.5,100,100,1000,5389,158,5168,0.5,100,100,1000,5575,3,5163,0.5,100,100,1000,5546,9,6793,0.5,100,100,1000,8694,150,5978,0.55,229,185,1290,3622,102,3552,0.5,100,100,1000,4682,98,3414,0.54,203,172,1100,0
12153,43,20153,0.5,100,100,1000,13513,93,26744,0.5,100,100,1000,16311,60,35430,0.5,100,100,1000,12326,157,17297,0.5,100,100,1000,11746,12,17919,0.5,100,100,1000,15287,91,35851,0.54,174,149,1002,14336,51,17788,0.5,100,100,1000,10840,30,20545,0.5,100,100,1000,10744,13,19066,0.5,100,100,1000,7811,55,12334,0.52,451,415,1199,1
7148,44,6858,0.55,215,175,1086,10065,32,13567,0.56,183,144,1223,7957,86,8575,0.56,156,122,1098,10197,24,13378,0.54,250,213,1320,7151,131,9189,0.5,100,100,1000,9931,93,14806,0.53,434,379,1542,9039,118,14199,0.56,177,137,1104,10224,10,14561,0.53,269,235,1091,6907,8,8933,0.62,124,75,1388,6362,121,3070,0.61,110,69,1145,0
4407,8,8082,0.5,100,100,1000,8606,44,9134,0.5,100,100,1000,5613,47,3837,0.5,100,100,1000,7981,104,5293,0.53,434,379,1542,5145,93,8776,0.57,277,209,1373,5346,55,8594,0.54,226,193,1183,6452,30,5412,0.54,222,188,1100,6322,10,4572,0.54,256,217,1026,4220,163,8255,0.5,100,100,1000,5394,130,3835,0.55,305,252,1424,0
16470,2,29631,0.55,211,171,1207,11742,49,21258,0.53,290,259,941,16486,144,29234,0.55,222,182,982,14567,93,24695,0.57,214,162,1514,11371,106,24582,0.56,190,150,1043,8406,96,14781,0.5,100,100,1000,13747,118,27726,0.53,222,197,1107,10978,56,36421,0.54,214,184,999,9657,98,9617,0.5,100,100,1000,8419,84,9657,0.54,233,196,1147,1
4585,92,3585,0.62,98,61,1018,6528,139,7903,0.56,211,167,1234,5870,86,1437,0.5,100,100,1000,7952,67,6090,0.5,100,100,1000,5629,159,3888,0.54,205,175,1008,6416,111,3634,0.5,100,100,1000,6758,135,7863,0.53,263,234,1061,7542,56,9291,0.5,100,100,1000,3801,120,3542,0.5,100,100,1000,4844,98,3512,0.5,100,100,1000,0
12532,103,15056,0.57,207,159,1209,15381,61,39329,0.5,100,100,1000,15414,129,36101,0.53,457,399,1561,11235,47,16408,0.57,271,204,1286,12453,136,18992,0.54,277,240,1022,15159,2,28804,0.56,231,184,1377,18752,51,39993,0.57,162,124,1206,13007,9,27703,0.6,122,80,1013,9372,130,10970,0.55,305,252,1424,6519,125,7322,0.57,193,143,1048,1
15126,125,23753,0.5,100,100,1000,12954,96,23511,0.5,100,100,1000,17158,149,25802,0.5,100,100,1000,15784,39,38806,0.5,100,100,1000,19969,127,37883,0.5,100,100,1000,12988,151,40848,0.5,100,100,1000,17545,30,38612,0.5,100,100,1000,21341,53,54835,0.52,296,269,1098,12543,163,32204,0.5,100,100,1000,14214,95,19271,0.5,100,100,1000,1
