TeamBlueTopChampionName,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopChampionName,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleChampionName,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleChampionName,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidChampionName,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidChampionName,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCChampionName,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCChampionName,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportChampionName,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportChampionName,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints
90,0.53,320,285,1092,32,0.5,100,100,1000,47,0.5,100,100,1000,38,0.53,302,263,1093,8,0.5,100,100,1000,124,0.53,349,314,1194,159,0.57,231,177,1670,53,0.53,351,308,1225,141,0.5,100,100,1000,130,0.5,100,100,1000
61,0.5,100,100,1000,105,0.5,100,100,1000,39,0.54,250,213,1320,157,0.5,100,100,1000,126,0.53,406,363,1246,57,0.5,100,100,1000,71,0.55,240,197,1231,150,0.59,285,202,1624,82,0.54,233,196,1147,98,0.54,210,179,1109
32,0.5,100,100,1000,103,0.5,100,100,1000,67,0.58,104,75,1030,62,0.5,100,100,1000,91,0.5,100,100,1000,66,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,8,0.5,100,100,1000,98,0.5,100,100,1000
32,0.56,224,178,1019,117,0.5,100,100,1000,39,0.5,100,100,1000,60,0.5,100,100,1000,11,0.5,100,100,1000,2,0.5,100,100,1000,71,0.5,100,100,1000,10,0.5,100,100,1000,82,0.5,100,100,1000,5,0.5,100,100,1000
131,0.54,325,280,1316,61,0.61,117,74,1291,144,0.5,100,100,1000,127,0.57,214,162,1514,66,0.54,325,274,1299,74,0.5,100,100,1000,150,0.58,212,152,1389,53,0.5,100,100,1000,15,0.5,100,100,1000,95,0.54,353,296,1258
94,0.55,274,222,1060,105,0.56,211,167,1234,63,0.54,214,184,999,143,0.53,236,210,932,126,0.56,260,204,1534,116,0.52,347,314,1078,30,0.5,100,100,1000,56,0.5,100,100,1000,13,0.5,100,100,1000,73,0.62,154,96,1009
49,0.5,100,100,1000,40,0.5,100,100,1000,136,0.5,100,100,1000,39,0.5,100,100,1000,142,0.5,100,100,1000,66,0.5,100,100,1000,153,0.5,100,100,1000,51,0.57,162,124,1206,15,0.5,100,100,1000,78,0.5,100,100,1000
49,0.56,211,167,1234,105,0.64,136,75,1434,39,0.54,244,211,1080,38,0.54,274,232,1101,8,0.5,100,100,1000,96,0.5,100,100,1000,30,0.52,456,414,1107,159,0.55,445,371,1847,121,0.55,282,228,1597,72,0.55,280,233,1516
52,0.53,342,308,1116,48,0.5,100,100,1000,38,0.54,244,211,1080,41,0.5,100,100,1000,123,0.53,331,291,1053,131,0.58,179,128,1282,150,0.57,148,112,1020,159,0.5,100,100,1000,15,0.54,333,280,1367,17,0.5,100,100,1000
36,0.5,100,100,1000,37,0.61,116,74,1225,39,0.5,100,100,1000,157,0.55,150,122,1028,58,0.5,100,100,1000,66,0.57,165,127,1079,53,0.53,263,234,1061,131,0.5,100,100,1000,78,0.52,432,401,1007,15,0.5,100,100,1000
19,0.5,100,100,1000,117,0.5,100,100,1000,38,0.5,100,100,1000,76,0.52,482,444,1089,158,0.5,100,100,1000,49,0.5,100,100,1000,50,0.5,100,100,1000,51,0.55,229,185,1290,15,0.54,333,280,1367,130,0.5,100,100,1000
48,0.5,100,100,1000,106,0.5,100,100,1000,115,0.5,100,100,1000,62,0.5,100,100,1000,126,0.5,100,100,1000,131,0.5,100,100,1000,9,0.5,100,100,1000,138,0.5,100,100,1000,68,0.5,100,100,1000,46,0.53,334,299,942
48,0.5,100,100,1000,49,0.5,100,100,1000,41,0.5,100,100,1000,31,0.5,100,100,1000,21,0.58,139,102,1004,44,0.5,100,100,1000,159,0.5,100,100,1000,138,0.56,258,203,1480,98,0.5,100,100,1000,110,0.5,100,100,1000
32,0.5,100,100,1000,105,0.5,100,100,1000,62,0.5,100,100,1000,104,0.54,230,195,1002,20,0.54,262,225,1118,106,0.53,457,399,1561,111,0.5,100,100,1000,26,0.5,100,100,1000,110,0.5,100,100,1000,84,0.5,100,100,1000
106,0.54,232,198,1014,146,0.5,100,100,1000,144,0.5,100,100,1000,115,0.5,100,100,1000,48,0.5,100,100,1000,154,0.5,100,100,1000,10,0.5,100,100,1000,51,0.5,100,100,1000,121,0.5,100,100,1000,82,0.5,100,100,1000
20,0.5,100,100,1000,49,0.5,100,100,1000,39,0.5,100,100,1000,63,0.55,222,182,982,2,0.5,100,100,1000,91,0.5,100,100,1000,131,0.5,100,100,1000,87,0.5,100,100,1000,5,0.5,100,100,1000,98,0.5,100,100,1000
64,0.5,100,100,1000,93,0.5,100,100,1000,41,0.5,100,100,1000,143,0.5,100,100,1000,91,0.5,100,100,1000,123,0.5,100,100,1000,53,0.56,233,186,1219,159,0.5,100,100,1000,84,0.6,121,82,1115,13,0.56,138,109,1132
4,0.5,100,100,1000,61,0.56,177,138,1019,56,0.57,126,95,1007,117,0.5,100,100,1000,23,0.5,100,100,1000,27,0.5,100,100,1000,54,0.5,100,100,1000,159,0.5,100,100,1000,84,0.5,100,100,1000,120,0.5,100,100,1000
48,0.5,100,100,1000,74,0.5,100,100,1000,14,0.5,100,100,1000,136,0.5,100,100,1000,20,0.5,100,100,1000,131,0.5,100,100,1000,51,0.5,100,100,1000,9,0.5,100,100,1000,130,0.57,193,143,1048,72,0.5,100,100,1000
48,0.66,134,70,1437,105,0.64,136,75,1434,60,0.5,100,100,1000,86,0.54,270,234,1229,66,0.54,325,274,1299,44,0.5,100,100,1000,150,0.52,393,369,1045,159,0.57,231,177,1670,102,0.55,305,252,1424,98,0.54,267,224,1126
1,0.5,100,100,1000,153,0.5,100,100,1000,86,0.5,100,100,1000,38,0.5,100,100,1000,158,0.5,100,100,1000,124,0.5,100,100,1000,150,0.56,134,106,1047,108,0.5,100,100,1000,98,0.5,100,100,1000,84,0.5,100,100,1000
74,0.56,315,250,1059,19,0.5,100,100,1000,14,0.5,100,100,1000,31,0.5,100,100,1000,49,0.5,100,100,1000,24,0.5,100,100,1000,10,0.55,342,275,1346,51,0.5,100,100,1000,84,0.5,100,100,1000,95,0.54,210,179,1109
38,0.56,312,245,1558,37,0.5,100,100,1000,41,0.5,100,100,1000,149,0.54,270,234,1229,91,0.6,201,132,1639,42,0.56,174,135,1177,30,0.54,192,162,1012,51,0.53,302,263,1093,13,0.52,286,259,1014,72,0.5,100,100,1000
105,0.56,131,101,1044,48,0.5,100,100,1000,27,0.5,100,100,1000,89,0.5,100,100,1000,95,0.5,100,100,1000,91,0.6,201,132,1639,71,0.5,100,100,1000,159,0.5,100,100,1000,82,0.53,216,188,1043,156,0.5,100,100,1000
93,0.5,100,100,1000,49,0.62,130,79,1011,158,0.5,100,100,1000,62,0.53,442,397,1193,8,0.5,100,100,1000,2,0.74,80,28,1106,53,0.5,100,100,1000,111,0.65,131,71,1164,95,0.5,100,100,1000,101,0.54,284,240,1275
105,0.5,100,100,1000,74,0.5,100,100,1000,106,0.51,437,413,1074,38,0.5,100,100,1000,154,0.5,100,100,1000,44,0.5,100,100,1000,18,0.52,451,415,1199,30,0.53,438,391,1173,95,0.5,100,100,1000,81,0.55,153,123,1013
32,0.5,100,100,1000,74,0.5,100,100,1000,39,0.5,100,100,1000,47,0.5,100,100,1000,123,0.56,145,112,1206,7,0.56,179,141,1159,26,0.52,451,415,1199,50,0.5,100,100,1000,130,0.5,100,100,1000,48,0.66,134,70,1437
59,0.5,100,100,1000,36,0.5,100,100,1000,144,0.5,100,100,1000,29,0.5,100,100,1000,145,0.5,100,100,1000,131,0.5,100,100,1000,9,0.5,100,100,1000,50,0.55,184,150,1050,98,0.5,100,100,1000,8,0.5,100,100,1000
48,0.61,116,74,1225,124,0.54,325,274,1299,24,0.5,100,100,1000,67,0.55,222,182,982,158,0.5,100,100,1000,96,0.5,100,100,1000,159,0.5,100,100,1000,51,0.54,256,217,1026,98,0.5,100,100,1000,120,0.5,100,100,1000
38,0.5,100,100,1000,52,0.5,100,100,1000,144,0.5,100,100,1000,149,0.5,100,100,1000,151,0.5,100,100,1000,20,0.56,211,165,1129,9,0.5,100,100,1000,71,0.57,162,124,1206,68,0.5,100,100,1000,82,0.52,504,463,1003
21,0.5,100,100,1000,74,0.5,100,100,1000,41,0.5,100,100,1000,67,0.5,100,100,1000,145,0.5,100,100,1000,124,0.5,100,100,1000,136,0.5,100,100,1000,26,0.5,100,100,1000,110,0.5,100,100,1000,130,0.5,100,100,1000
61,0.63,106,63,1070,117,0.5,100,100,1000,127,0.57,214,162,1514,86,0.56,201,157,1076,44,0.5,100,100,1000,49,0.57,163,121,1306,56,0.5,100,100,1000,9,0.62,130,79,1011,95,0.5,100,100,1000,130,0.54,233,196,1147
61,0.5,100,100,1000,48,0.5,100,100,1000,41,0.57,126,95,1007,29,0.53,442,397,1193,124,0.5,100,100,1000,67,0.62,93,58,1012,10,0.56,188,147,1195,51,0.55,254,211,1401,110,0.57,270,203,1555,130,0.55,172,138,1014
23,0.5,100,100,1000,32,0.5,100,100,1000,28,0.5,100,100,1000,67,0.5,100,100,1000,158,0.5,100,100,1000,66,0.5,100,100,1000,51,0.53,458,410,1145,9,0.5,100,100,1000,42,0.67,74,36,1007,130,0.5,100,100,1000
109,0.5,100,100,1000,23,0.52,400,364,1111,47,0.5,100,100,1000,39,0.5,100,100,1000,56,0.54,242,208,1009,140,0.56,258,203,1480,18,0.6,84,57,1192,54,0.5,100,100,1000,102,0.56,185,148,1161,76,0.53,334,299,942
61,0.5,100,100,1000,36,0.5,100,100,1000,56,0.5,100,100,1000,24,0.54,161,135,1049,154,0.5,100,100,1000,153,0.5,100,100,1000,51,0.5,100,100,1000,54,0.5,100,100,1000,121,0.5,100,100,1000,34,0.5,100,100,1000
35,0.5,100,100,1000,133,0.55,149,120,1098,86,0.5,100,100,1000,144,0.5,100,100,1000,91,0.5,100,100,1000,157,0.5,100,100,1000,159,0.59,139,97,1092,51,0.62,130,79,1011,15,0.5,100,100,1000,72,0.5,100,100,1000
19,0.5,100,100,1000,32,0.5,100,100,1000,69,0.5,100,100,1000,144,0.5,100,100,1000,49,0.5,100,100,1000,146,0.5,100,100,1000,9,0.5,100,100,1000,159,0.5,100,100,1000,98,0.5,100,100,1000,95,0.6,121,82,1115
129,0.5,100,100,1000,105,0.64,136,75,1434,89,0.5,100,100,1000,86,0.5,100,100,1000,126,0.56,260,204,1534,158,0.5,100,100,1000,159,0.54,256,217,1026,30,0.54,222,188,1100,78,0.5,100,100,1000,55,0.54,203,172,1100
38,0.53,290,259,941,90,0.55,205,171,1021,143,0.5,100,100,1000,144,0.53,297,266,1053,2,0.5,100,100,1000,27,0.5,100,100,1000,26,0.5,100,100,1000,79,0.5,100,100,1000,15,0.5,100,100,1000,121,0.5,100,100,1000
90,0.61,110,69,1145,49,0.59,123,84,1129,67,0.5,100,100,1000,38,0.54,244,211,1080,2,0.56,231,184,1377,131,0.55,234,195,1312,71,0.55,240,197,1231,159,0.5,100,100,1000,82,0.55,282,228,1597,28,0.57,271,204,1286
52,0.5,100,100,1000,103,0.5,100,100,1000,144,0.5,100,100,1000,29,0.5,100,100,1000,3,0.5,100,100,1000,154,0.5,100,100,1000,26,0.5,100,100,1000,56,0.5,100,100,1000,55,0.5,100,100,1000,84,0.69,82,36,1033
21,0.5,100,100,1000,105,0.56,211,167,1234,63,0.54,244,211,1080,60,0.5,100,100,1000,20,0.57,277,209,1373,123,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,98,0.5,100,100,1000,129,0.5,100,100,1000
46,0.5,100,100,1000,139,0.5,100,100,1000,47,0.5,100,100,1000,60,0.5,100,100,1000,33,0.5,100,100,1000,127,0.5,100,100,1000,54,0.5,100,100,1000,140,0.56,260,204,1534,68,0.5,100,100,1000,82,0.5,100,100,1000
38,0.53,276,241,1102,153,0.61,124,79,1016,56,0.5,100,100,1000,29,0.5,100,100,1000,44,0.5,100,100,1000,124,0.5,100,100,1000,30,0.5,100,100,1000,138,0.5,100,100,1000,10,0.5,100,100,1000,98,0.5,100,100,1000
92,0.5,100,100,1000,80,0.5,100,100,1000,60,0.5,100,100,1000,14,0.5,100,100,1000,126,0.5,100,100,1000,2,0.74,80,28,1106,150,0.5,100,100,1000,51,0.5,100,100,1000,101,0.5,100,100,1000,95,0.5,100,100,1000
117,0.5,100,100,1000,103,0.5,100,100,1000,29,0.5,100,100,1000,31,0.53,442,397,1193,111,0.5,100,100,1000,49,0.5,100,100,1000,18,0.5,100,100,1000,26,0.5,100,100,1000,84,0.54,261,226,1003,95,0.5,100,100,1000
154,0.5,100,100,1000,112,0.5,100,100,1000,77,0.55,201,164,1399,29,0.53,442,397,1193,20,0.5,100,100,1000,99,0.5,100,100,1000,51,0.63,131,76,1228,65,0.57,270,203,1555,15,0.5,100,100,1000,72,0.5,100,100,1000
117,0.5,100,100,1000,40,0.55,205,171,1021,144,0.5,100,100,1000,143,0.54,371,316,1575,2,0.5,100,100,1000,126,0.5,100,100,1000,150,0.5,100,100,1000,51,0.5,100,100,1000,98,0.5,100,100,1000,130,0.5,100,100,1000
103,0.66,134,70,1437,49,0.53,290,259,941,39,0.5,100,100,1000,106,0.53,457,399,1561,7,0.63,107,62,1136,124,0.52,419,380,1212,18,0.53,351,308,1225,51,0.57,163,124,1141,130,0.56,185,148,1161,46,0.5,100,100,1000
92,0.62,98,61,1018,3,0.5,100,100,1000,60,0.5,100,100,1000,144,0.54,161,135,1049,11,0.54,262,225,1118,20,0.63,112,66,999,150,0.54,325,280,1316,53,0.5,100,100,1000,17,0.5,100,100,1000,98,0.5,100,100,1000
61,0.6,179,118,1239,47,0.54,259,219,1058,41,0.5,100,100,1000,143,0.5,100,100,1000,2,0.5,100,100,1000,91,0.5,100,100,1000,26,0.5,100,100,1000,65,0.5,100,100,1000,130,0.5,100,100,1000,98,0.58,200,143,1341
49,0.5,100,100,1000,74,0.57,277,209,1373,144,0.5,100,100,1000,149,0.55,247,202,1313,8,0.56,177,137,1104,34,0.53,327,289,1067,51,0.59,139,97,1092,9,0.55,220,180,1077,72,0.5,100,100,1000,110,0.54,333,280,1367
48,0.5,100,100,1000,123,0.5,100,100,1000,77,0.53,442,397,1193,149,0.5,100,100,1000,144,0.5,100,100,1000,131,0.56,228,181,1329,138,0.5,100,100,1000,21,0.52,401,367,1045,42,0.5,100,100,1000,110,0.5,100,100,1000
137,0.5,100,100,1000,148,0.52,416,380,1046,86,0.5,100,100,1000,38,0.5,100,100,1000,49,0.5,100,100,1000,70,0.56,145,112,1206,30,0.54,192,162,1012,51,0.5,100,100,1000,46,0.5,100,100,1000,130,0.5,100,100,1000
105,0.5,100,100,1000,117,0.5,100,100,1000,31,0.5,100,100,1000,67,0.59,149,105,1207,33,0.5,100,100,1000,66,0.5,100,100,1000,71,0.5,100,100,1000,138,0.5,100,100,1000,82,0.5,100,100,1000,16,0.5,100,100,1000
40,0.5,100,100,1000,125,0.5,100,100,1000,69,0.58,127,93,1034,86,0.5,100,100,1000,49,0.5,100,100,1000,142,0.5,100,100,1000,139,0.5,100,100,1000,108,0.5,100,100,1000,81,0.5,100,100,1000,84,0.5,100,100,1000
38,0.5,100,100,1000,52,0.53,342,308,1116,127,0.65,93,49,1309,41,0.5,100,100,1000,27,0.5,100,100,1000,145,0.5,100,100,1000,138,0.54,180,153,1011,150,0.55,240,197,1231,15,0.5,100,100,1000,130,0.5,100,100,1000
49,0.59,123,84,1129,8,0.5,100,100,1000,86,0.56,156,122,1098,39,0.59,76,53,987,162,0.54,285,240,1355,140,0.57,277,209,1373,51,0.5,100,100,1000,30,0.54,222,188,1100,98,0.5,100,100,1000,15,0.54,333,280,1367
38,0.5,100,100,1000,61,0.5,100,100,1000,144,0.5,100,100,1000,39,0.5,100,100,1000,91,0.5,100,100,1000,2,0.5,100,100,1000,51,0.5,100,100,1000,108,0.5,100,100,1000,72,0.5,100,100,1000,130,0.58,200,143,1341
140,0.5,100,100,1000,38,0.5,100,100,1000,67,0.53,302,263,1093,86,0.53,457,399,1561,8,0.57,178,137,1215,95,0.6,121,82,1115,51,0.56,165,130,1007,10,0.55,445,371,1847,98,0.52,295,267,970,15,0.53,347,311,1039
148,0.52,416,380,1046,38,0.56,179,141,1159,62,0.54,244,211,1080,86,0.53,457,399,1561,61,0.5,100,100,1000,158,0.5,100,100,1000,51,0.53,263,234,1061,159,0.53,331,291,1053,130,0.5,100,100,1000,15,0.56,234,181,1035
92,0.5,100,100,1000,80,0.56,177,138,1019,67,0.55,240,200,1192,149,0.5,100,100,1000,153,0.5,100,100,1000,103,0.56,228,181,1329,160,0.5,100,100,1000,111,0.5,100,100,1000,110,0.5,100,100,1000,55,0.5,100,100,1000
49,0.62,147,90,1014,44,0.66,134,70,1437,126,0.56,260,204,1534,67,0.52,400,364,1111,2,0.74,80,28,1106,124,0.55,240,197,1231,118,0.5,100,100,1000,51,0.58,212,152,1389,110,0.57,228,169,1033,99,0.5,100,100,1000
8,0.5,100,100,1000,32,0.53,269,235,1091,86,0.5,100,100,1000,126,0.56,260,204,1534,52,0.5,100,100,1000,93,0.54,180,153,1011,159,0.5,100,100,1000,51,0.5,100,100,1000,68,0.54,172,146,1004,17,0.5,100,100,1000
48,0.66,134,70,1437,61,0.55,205,171,1021,60,0.5,100,100,1000,45,0.5,100,100,1000,11,0.5,100,100,1000,104,0.54,230,195,1002,111,0.5,100,100,1000,30,0.57,270,203,1555,13,0.53,290,253,1231,110,0.56,138,109,1132
116,0.52,347,314,1078,48,0.66,134,70,1437,143,0.53,291,261,1003,56,0.5,100,100,1000,55,0.54,226,193,1183,49,0.5,100,100,1000,9,0.5,100,100,1000,51,0.53,351,308,1225,120,0.5,100,100,1000,98,0.5,100,100,1000
3,0.5,100,100,1000,74,0.5,100,100,1000,144,0.5,100,100,1000,24,0.5,100,100,1000,20,0.57,152,117,1033,153,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,13,0.5,100,100,1000,98,0.5,100,100,1000
92,0.5,100,100,1000,83,0.53,269,235,1091,38,0.5,100,100,1000,69,0.5,100,100,1000,96,0.5,100,100,1000,91,0.5,100,100,1000,150,0.56,233,186,1219,138,0.55,240,197,1231,110,0.56,234,181,1035,46,0.5,100,100,1000
153,0.5,100,100,1000,154,0.5,100,100,1000,67,0.5,100,100,1000,157,0.5,100,100,1000,2,0.5,100,100,1000,66,0.5,100,100,1000,51,0.55,243,198,1076,138,0.5,100,100,1000,46,0.5,100,100,1000,55,0.5,100,100,1000
114,0.52,328,297,1083,1,0.61,116,74,1225,38,0.55,247,202,1313,28,0.5,100,100,1000,127,0.5,100,100,1000,131,0.6,201,132,1639,150,0.54,217,183,1043,9,0.5,100,100,1000,98,0.54,333,280,1367,130,0.5,100,100,1000
40,0.5,100,100,1000,154,0.5,100,100,1000,47,0.5,100,100,1000,31,0.5,100,100,1000,4,0.5,100,100,1000,49,0.59,123,84,1129,159,0.5,100,100,1000,30,0.5,100,100,1000,15,0.5,100,100,1000,84,0.5,100,100,1000
92,0.5,100,100,1000,37,0.56,159,124,1045,39,0.5,100,100,1000,60,0.63,206,123,1240,66,0.5,100,100,1000,70,0.5,100,100,1000,51,0.5,100,100,1000,53,0.5,100,100,1000,102,0.5,100,100,1000,84,0.5,100,100,1000
59,0.5,100,100,1000,36,0.5,100,100,1000,14,0.5,100,100,1000,144,0.55,201,164,1399,122,0.5,100,100,1000,2,0.5,100,100,1000,9,0.52,451,415,1199,108,0.5,100,100,1000,125,0.54,172,146,1004,5,0.5,100,100,1000
43,0.5,100,100,1000,37,0.5,100,100,1000,144,0.55,240,200,1192,143,0.54,371,316,1575,124,0.5,100,100,1000,2,0.5,100,100,1000,30,0.54,217,183,1043,56,0.5,100,100,1000,98,0.54,261,221,1017,5,0.5,100,100,1000
3,0.5,100,100,1000,96,0.5,100,100,1000,144,0.58,104,75,1030,62,0.5,100,100,1000,20,0.52,419,380,1212,8,0.59,139,97,1092,26,0.52,451,415,1199,9,0.63,131,76,1228,15,0.54,333,280,1367,130,0.5,100,100,1000
158,0.5,100,100,1000,45,0.5,100,100,1000,144,0.54,161,135,1049,88,0.52,303,279,1018,124,0.5,100,100,1000,33,0.5,100,100,1000,51,0.5,100,100,1000,9,0.54,325,274,1299,13,0.56,138,109,1132,130,0.5,100,100,1000
21,0.5,100,100,1000,32,0.5,100,100,1000,67,0.5,100,100,1000,39,0.5,100,100,1000,70,0.5,100,100,1000,2,0.5,100,100,1000,150,0.5,100,100,1000,131,0.5,100,100,1000,110,0.5,100,100,1000,84,0.53,424,382,1116
117,0.5,100,100,1000,21,0.5,100,100,1000,76,0.5,100,100,1000,104,0.53,434,379,1542,4,0.5,100,100,1000,61,0.5,100,100,1000,56,0.5,100,100,1000,51,0.5,100,100,1000,110,0.5,100,100,1000,78,0.5,100,100,1000
32,0.5,100,100,1000,105,0.58,110,80,1066,143,0.56,175,137,1330,47,0.56,156,122,1098,2,0.55,191,154,1003,20,0.5,100,100,1000,150,0.58,141,103,1340,9,0.56,177,137,1104,130,0.55,282,228,1597,98,0.53,347,311,1039
52,0.5,100,100,1000,74,0.63,106,63,1070,152,0.5,100,100,1000,47,0.63,206,123,1240,124,0.5,100,100,1000,11,0.5,100,100,1000,150,0.53,458,410,1145,139,0.57,270,203,1555,128,0.5,100,100,1000,82,0.55,187,153,1090
48,0.5,100,100,1000,103,0.5,100,100,1000,60,0.5,100,100,1000,86,0.5,100,100,1000,145,0.5,100,100,1000,133,0.54,174,149,1002,56,0.5,100,100,1000,30,0.5,100,100,1000,128,0.5,100,100,1000,93,0.5,100,100,1000
90,0.5,100,100,1000,132,0.5,100,100,1000,62,0.5,100,100,1000,63,0.5,100,100,1000,27,0.5,100,100,1000,66,0.63,112,66,999,51,0.5,100,100,1000,150,0.5,100,100,1000,98,0.5,100,100,1000,130,0.5,100,100,1000
93,0.52,400,364,1111,90,0.5,100,100,1000,76,0.54,371,316,1575,67,0.53,457,399,1561,11,0.55,361,299,1656,2,0.56,179,141,1159,50,0.58,132,96,1015,9,0.52,393,369,1045,42,0.5,100,100,1000,110,0.55,280,233,1516
129,0.5,100,100,1000,49,0.5,100,100,1000,38,0.5,100,100,1000,67,0.5,100,100,1000,55,0.56,145,112,1206,126,0.5,100,100,1000,150,0.58,141,103,1340,111,0.5,100,100,1000,98,0.5,100,100,1000,95,0.52,504,463,1003
117,0.53,342,308,1116,35,0.5,100,100,1000,47,0.5,100,100,1000,39,0.5,100,100,1000,66,0.5,100,100,1000,96,0.5,100,100,1000,51,0.56,233,186,1219,50,0.5,100,100,1000,95,0.6,121,82,1115,81,0.58,137,98,1013
49,0.5,100,100,1000,1,0.5,100,100,1000,94,0.5,100,100,1000,60,0.54,369,317,1010,123,0.5,100,100,1000,2,0.5,100,100,1000,56,0.5,100,100,1000,7,0.63,107,62,1136,10,0.5,100,100,1000,110,0.56,177,137,1104
64,0.5,100,100,1000,74,0.5,100,100,1000,67,0.5,100,100,1000,144,0.5,100,100,1000,20,0.5,100,100,1000,2,0.5,100,100,1000,9,0.5,100,100,1000,51,0.52,401,367,1045,130,0.5,100,100,1000,15,0.69,82,36,1033
49,0.59,123,84,1129,64,0.53,320,285,1092,56,0.57,126,95,1007,39,0.53,457,399,1561,158,0.5,100,100,1000,145,0.5,100,100,1000,50,0.54,217,183,1043,30,0.54,222,188,1100,98,0.54,210,179,1109,68,0.5,100,100,1000
74,0.5,100,100,1000,148,0.5,100,100,1000,100,0.5,100,100,1000,86,0.53,457,399,1561,70,0.53,297,266,1053,131,0.58,132,96,1015,108,0.5,100,100,1000,87,0.5,100,100,1000,95,0.6,121,82,1115,109,0.58,137,98,1013
93,0.53,269,235,1091,106,0.5,100,100,1000,31,0.5,100,100,1000,144,0.5,100,100,1000,124,0.5,100,100,1000,127,0.5,100,100,1000,87,0.5,100,100,1000,53,0.5,100,100,1000,98,0.53,273,239,1034,15,0.53,349,314,1194
23,0.5,100,100,1000,35,0.53,351,311,1195,136,0.5,100,100,1000,77,0.56,198,157,1324,70,0.58,124,88,1157,20,0.5,100,100,1000,159,0.6,201,132,1639,160,0.5,100,100,1000,95,0.5,100,100,1000,84,0.5,100,100,1000
90,0.5,100,100,1000,48,0.66,134,70,1437,113,0.66,120,63,1013,144,0.5,100,100,1000,116,0.52,347,314,1078,20,0.5,100,100,1000,150,0.5,100,100,1000,53,0.5,100,100,1000,15,0.5,100,100,1000,84,0.5,100,100,1000
48,0.5,100,100,1000,49,0.56,233,184,1370,31,0.5,100,100,1000,38,0.5,100,100,1000,64,0.5,100,100,1000,103,0.5,100,100,1000,51,0.5,100,100,1000,135,0.5,100,100,1000,84,0.5,100,100,1000,15,0.55,174,142,1070
105,0.56,211,167,1234,90,0.5,100,100,1000,149,0.55,247,202,1313,157,0.55,150,122,1028,20,0.5,100,100,1000,145,0.56,179,141,1159,150,0.5,100,100,1000,10,0.52,456,414,1107,5,0.5,100,100,1000,116,0.52,347,314,1078
93,0.5,100,100,1000,49,0.5,100,100,1000,38,0.5,100,100,1000,86,0.5,100,100,1000,4,0.5,100,100,1000,2,0.55,234,195,1312,51,0.5,100,100,1000,131,0.5,100,100,1000,110,0.5,100,100,1000,128,0.5,100,100,1000
61,0.5,100,100,1000,48,0.6,101,66,1076,86,0.5,100,100,1000,109,0.5,100,100,1000,114,0.5,100,100,1000,34,0.5,100,100,1000,138,0.5,100,100,1000,87,0.5,100,100,1000,84,0.5,100,100,1000,128,0.5,100,100,1000
93,0.5,100,100,1000,74,0.54,285,240,1355,29,0.53,442,397,1193,42,0.5,100,100,1000,116,0.5,100,100,1000,49,0.56,211,167,1234,150,0.5,100,100,1000,30,0.5,100,100,1000,110,0.5,100,100,1000,98,0.65,131,71,1164
114,0.5,100,100,1000,74,0.5,100,100,1000,14,0.51,437,413,1074,93,0.57,214,162,1514,70,0.5,100,100,1000,8,0.5,100,100,1000,30,0.5,100,100,1000,54,0.5,100,100,1000,135,0.5,100,100,1000,110,0.5,100,100,1000
122,0.5,100,100,1000,133,0.5,100,100,1000,144,0.5,100,100,1000,47,0.5,100,100,1000,134,0.5,100,100,1000,127,0.5,100,100,1000,51,0.55,229,185,1290,111,0.55,445,371,1847,130,0.5,100,100,1000,84,0.56,185,148,1161
48,0.5,100,100,1000,36,0.62,147,90,1014,69,0.5,100,100,1000,14,0.53,297,266,1053,11,0.5,100,100,1000,126,0.5,100,100,1000,54,0.5,100,100,1000,26,0.5,100,100,1000,110,0.5,100,100,1000,98,0.5,100,100,1000
94,0.55,240,197,1231,38,0.5,100,100,1000,67,0.5,100,100,1000,144,0.5,100,100,1000,8,0.5,100,100,1000,34,0.5,100,100,1000,87,0.5,100,100,1000,150,0.5,100,100,1000,121,0.5,100,100,1000,15,0.5,100,100,1000
