TeamBlueTopChampionName,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopChampionName,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleChampionName,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleChampionName,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidChampionName,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidChampionName,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCChampionName,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCChampionName,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportChampionName,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportChampionName,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints
36,0.59,140,98,1100,105,0.56,211,167,1234,28,0.5,100,100,1000,38,0.62,117,72,1006,162,0.56,231,184,1377,153,0.57,207,159,1209,159,0.6,201,132,1639,53,0.59,152,106,1021,98,0.5,100,100,1000,84,0.67,74,36,1007
19,0.5,100,100,1000,103,0.62,147,90,1014,149,0.5,100,100,1000,113,0.5,100,100,1000,58,0.5,100,100,1000,124,0.5,100,100,1000,56,0.5,100,100,1000,51,0.5,100,100,1000,6,0.5,100,100,1000,162,0.5,100,100,1000
32,0.57,194,148,1187,48,0.55,149,120,1098,67,0.54,315,272,1178,39,0.53,457,399,1561,27,0.6,200,131,1151,52,0.53,406,363,1246,159,0.56,197,155,1285,160,0.55,187,153,1090,8,0.54,261,221,1017,110,0.55,280,233,1516
105,0.56,211,167,1234,36,0.59,140,98,1100,143,0.54,371,316,1575,109,0.5,100,100,1000,126,0.53,406,363,1246,140,0.56,258,203,1480,51,0.5,100,100,1000,159,0.57,231,177,1670,68,0.5,100,100,1000,55,0.55,305,252,1424
48,0.5,100,100,1000,74,0.57,164,126,1137,47,0.5,100,100,1000,67,0.51,437,413,1074,8,0.55,174,142,1070,56,0.5,100,100,1000,159,0.5,100,100,1000,53,0.5,100,100,1000,46,0.5,100,100,1000,84,0.5,100,100,1000
32,0.5,100,100,1000,48,0.58,154,111,1012,38,0.5,100,100,1000,109,0.5,100,100,1000,3,0.5,100,100,1000,1,0.5,100,100,1000,54,0.5,100,100,1000,51,0.5,100,100,1000,130,0.5,100,100,1000,15,0.5,100,100,1000
48,0.57,164,126,1137,94,0.53,269,235,1091,89,0.5,100,100,1000,77,0.5,100,100,1000,96,0.5,100,100,1000,142,0.5,100,100,1000,51,0.53,290,259,941,138,0.6,119,80,1010,151,0.5,100,100,1000,95,0.54,285,240,1355
19,0.5,100,100,1000,32,0.5,100,100,1000,100,0.5,100,100,1000,77,0.5,100,100,1000,34,0.53,327,289,1067,123,0.5,100,100,1000,30,0.54,222,188,1100,150,0.53,349,314,1194,151,0.5,100,100,1000,84,0.54,240,201,1092
74,0.54,261,224,1008,21,0.61,110,69,1145,152,0.5,100,100,1000,77,0.5,100,100,1000,140,0.54,372,317,1471,154,0.5,100,100,1000,51,0.53,406,363,1246,53,0.5,100,100,1000,84,0.52,482,444,1089,101,0.55,342,275,1346
90,0.5,100,100,1000,48,0.5,100,100,1000,143,0.5,100,100,1000,144,0.54,270,234,1229,2,0.5,100,100,1000,66,0.56,231,184,1377,20,0.5,100,100,1000,50,0.5,100,100,1000,84,0.5,100,100,1000,110,0.57,165,127,1079
21,0.5,100,100,1000,74,0.52,400,364,1111,144,0.5,100,100,1000,29,0.5,100,100,1000,107,0.5,100,100,1000,44,0.5,100,100,1000,30,0.52,393,369,1045,150,0.5,100,100,1000,98,0.5,100,100,1000,81,0.53,334,299,942
48,0.66,134,70,1437,32,0.5,100,100,1000,47,0.57,271,204,1286,39,0.53,457,399,1561,11,0.5,100,100,1000,21,0.6,122,81,1110,53,0.5,100,100,1000,51,0.55,229,185,1290,98,0.5,100,100,1000,130,0.5,100,100,1000
90,0.59,140,98,1100,48,0.5,100,100,1000,67,0.54,246,208,1232,149,0.54,371,316,1575,124,0.55,240,197,1231,106,0.5,100,100,1000,9,0.57,162,124,1206,30,0.5,100,100,1000,17,0.5,100,100,1000,15,0.5,100,100,1000
48,0.5,100,100,1000,67,0.5,100,100,1000,86,0.5,100,100,1000,144,0.5,100,100,1000,131,0.5,100,100,1000,34,0.52,393,369,1045,53,0.54,197,170,1006,51,0.5,100,100,1000,84,0.5,100,100,1000,98,0.58,200,143,1341
90,0.5,100,100,1000,48,0.5,100,100,1000,89,0.5,100,100,1000,38,0.5,100,100,1000,96,0.5,100,100,1000,158,0.6,121,82,1115,30,0.56,231,184,1377,53,0.56,233,186,1219,141,0.5,100,100,1000,130,0.5,100,100,1000
40,0.5,100,100,1000,148,0.52,416,380,1046,39,0.5,100,100,1000,86,0.5,100,100,1000,2,0.5,100,100,1000,154,0.74,80,28,1106,30,0.54,222,188,1100,118,0.5,100,100,1000,110,0.5,100,100,1000,95,0.5,100,100,1000
90,0.56,312,245,1558,52,0.57,239,179,1522,104,0.5,100,100,1000,14,0.54,250,213,1320,61,0.5,100,100,1000,3,0.54,180,153,1011,150,0.56,221,173,1136,138,0.56,233,186,1219,110,0.54,333,280,1367,98,0.55,226,185,1099
49,0.5,100,100,1000,157,0.5,100,100,1000,143,0.57,127,96,1065,14,0.53,297,266,1053,2,0.5,100,100,1000,20,0.52,412,380,1067,53,0.59,111,78,1098,30,0.53,438,391,1173,95,0.5,100,100,1000,120,0.5,100,100,1000
32,0.5,100,100,1000,48,0.5,100,100,1000,41,0.53,434,379,1542,67,0.56,201,157,1076,162,0.54,285,240,1355,34,0.53,327,289,1067,30,0.54,222,188,1100,150,0.55,296,241,1195,16,0.57,153,116,1005,98,0.54,203,172,1100
117,0.5,100,100,1000,40,0.53,269,235,1091,67,0.5,100,100,1000,104,0.53,434,379,1542,33,0.5,100,100,1000,2,0.5,100,100,1000,159,0.57,163,124,1141,51,0.54,301,252,1013,121,0.5,100,100,1000,72,0.67,74,36,1007
90,0.5,100,100,1000,4,0.5,100,100,1000,39,0.5,100,100,1000,38,0.5,100,100,1000,2,0.5,100,100,1000,33,0.5,100,100,1000,111,0.5,100,100,1000,9,0.59,120,85,1053,121,0.5,100,100,1000,95,0.5,100,100,1000
49,0.5,100,100,1000,48,0.62,147,90,1014,136,0.5,100,100,1000,29,0.53,442,397,1193,162,0.5,100,100,1000,8,0.5,100,100,1000,108,0.52,296,269,1098,51,0.5,100,100,1000,5,0.5,100,100,1000,46,0.5,100,100,1000
83,0.5,100,100,1000,35,0.5,100,100,1000,93,0.5,100,100,1000,39,0.55,187,153,1090,145,0.5,100,100,1000,2,0.54,210,179,1109,65,0.5,100,100,1000,78,0.5,100,100,1000,72,0.5,100,100,1000,110,0.59,111,78,1098
61,0.58,167,119,1099,90,0.5,100,100,1000,136,0.5,100,100,1000,24,0.54,244,211,1080,93,0.6,201,132,1639,131,0.58,124,88,1157,9,0.5,100,100,1000,51,0.55,155,126,979,130,0.63,206,123,1240,110,0.54,333,280,1367
129,0.5,100,100,1000,47,0.57,239,179,1522,144,0.56,315,250,1059,67,0.5,100,100,1000,2,0.5,100,100,1000,140,0.6,201,132,1639,159,0.56,139,110,1143,150,0.5,100,100,1000,55,0.53,349,314,1194,110,0.5,100,100,1000
38,0.5,100,100,1000,21,0.5,100,100,1000,109,0.5,100,100,1000,60,0.5,100,100,1000,49,0.5,100,100,1000,123,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,130,0.54,172,146,1004,102,0.52,504,463,1003
105,0.56,211,167,1234,4,0.6,200,131,1151,56,0.57,153,116,1005,38,0.55,280,233,1516,158,0.54,274,232,1101,103,0.5,100,100,1000,159,0.5,100,100,1000,131,0.55,445,371,1847,98,0.54,233,196,1147,8,0.5,100,100,1000
117,0.5,100,100,1000,1,0.5,100,100,1000,39,0.5,100,100,1000,69,0.5,100,100,1000,146,0.5,100,100,1000,58,0.5,100,100,1000,30,0.5,100,100,1000,150,0.5,100,100,1000,110,0.5,100,100,1000,95,0.54,240,201,1092
25,0.5,100,100,1000,74,0.59,149,105,1207,24,0.5,100,100,1000,47,0.5,100,100,1000,49,0.5,100,100,1000,2,0.5,100,100,1000,139,0.5,100,100,1000,50,0.5,100,100,1000,82,0.5,100,100,1000,16,0.5,100,100,1000
74,0.5,100,100,1000,92,0.56,183,144,1223,47,0.57,271,204,1286,29,0.53,442,397,1193,34,0.5,100,100,1000,117,0.5,100,100,1000,150,0.5,100,100,1000,51,0.59,139,97,1092,98,0.5,100,100,1000,84,0.5,100,100,1000
61,0.5,100,100,1000,105,0.64,136,75,1434,144,0.55,240,200,1192,38,0.58,174,127,1230,2,0.52,419,380,1212,140,0.52,412,380,1067,26,0.5,100,100,1000,138,0.55,180,146,986,102,0.5,100,100,1000,84,0.53,290,259,941
129,0.5,100,100,1000,146,0.5,100,100,1000,63,0.5,100,100,1000,41,0.5,100,100,1000,124,0.5,100,100,1000,20,0.52,412,380,1067,159,0.53,251,221,953,131,0.5,100,100,1000,101,0.5,100,100,1000,98,0.53,423,379,1064
12,0.5,100,100,1000,61,0.5,100,100,1000,14,0.5,100,100,1000,76,0.5,100,100,1000,44,0.5,100,100,1000,91,0.54,174,149,1002,159,0.5,100,100,1000,26,0.5,100,100,1000,125,0.5,100,100,1000,95,0.5,100,100,1000
105,0.5,100,100,1000,103,0.66,134,70,1437,144,0.5,100,100,1000,67,0.52,400,364,1111,2,0.57,207,159,1209,153,0.5,100,100,1000,51,0.5,100,100,1000,124,0.5,100,100,1000,84,0.54,233,196,1147,46,0.5,100,100,1000
90,0.54,230,195,1002,61,0.57,164,126,1137,27,0.5,100,100,1000,47,0.5,100,100,1000,123,0.5,100,100,1000,145,0.58,174,127,1230,21,0.5,100,100,1000,159,0.5,100,100,1000,110,0.5,100,100,1000,8,0.5,100,100,1000
133,0.5,100,100,1000,90,0.55,205,171,1021,69,0.5,100,100,1000,63,0.53,457,399,1561,158,0.5,100,100,1000,70,0.52,412,380,1067,159,0.57,270,203,1555,51,0.58,212,152,1389,72,0.54,261,226,1003,130,0.5,100,100,1000
38,0.5,100,100,1000,74,0.5,100,100,1000,104,0.5,100,100,1000,29,0.5,100,100,1000,162,0.56,231,184,1377,49,0.57,277,209,1373,150,0.5,100,100,1000,53,0.55,229,185,1290,72,0.5,100,100,1000,98,0.5,100,100,1000
38,0.53,290,259,941,60,0.6,200,131,1151,62,0.63,107,62,1136,143,0.5,100,100,1000,75,0.5,100,100,1000,20,0.53,331,291,1053,26,0.5,100,100,1000,51,0.56,211,167,1234,15,0.55,305,252,1424,130,0.5,100,100,1000
125,0.5,100,100,1000,40,0.5,100,100,1000,158,0.5,100,100,1000,113,0.5,100,100,1000,162,0.5,100,100,1000,153,0.5,100,100,1000,79,0.5,100,100,1000,56,0.53,266,234,1011,5,0.5,100,100,1000,82,0.5,100,100,1000
106,0.5,100,100,1000,48,0.5,100,100,1000,99,0.6,128,84,1363,47,0.5,100,100,1000,52,0.54,174,149,1002,145,0.5,100,100,1000,71,0.5,100,100,1000,53,0.5,100,100,1000,82,0.5,100,100,1000,78,0.5,100,100,1000
61,0.5,100,100,1000,74,0.61,110,69,1145,14,0.54,369,317,1010,67,0.51,437,413,1074,158,0.5,100,100,1000,11,0.5,100,100,1000,150,0.53,349,314,1194,138,0.5,100,100,1000,72,0.54,232,198,1014,8,0.52,279,254,1002
52,0.5,100,100,1000,106,0.5,100,100,1000,67,0.52,400,364,1111,60,0.54,369,317,1010,55,0.5,100,100,1000,134,0.5,100,100,1000,54,0.5,100,100,1000,135,0.5,100,100,1000,84,0.53,334,299,942,110,0.5,100,100,1000
44,0.61,110,69,1145,7,0.63,107,62,1136,41,0.53,434,379,1542,67,0.56,175,137,1330,2,0.5,100,100,1000,66,0.5,100,100,1000,150,0.5,100,100,1000,138,0.5,100,100,1000,102,0.5,100,100,1000,98,0.54,233,196,1147
61,0.66,134,70,1437,105,0.56,211,167,1234,143,0.5,100,100,1000,104,0.53,434,379,1542,131,0.53,351,308,1225,2,0.54,262,225,1118,138,0.56,258,203,1480,51,0.58,212,152,1389,10,0.6,84,57,1192,110,0.5,100,100,1000
129,0.5,100,100,1000,40,0.5,100,100,1000,157,0.5,100,100,1000,47,0.5,100,100,1000,98,0.5,100,100,1000,106,0.5,100,100,1000,61,0.5,100,100,1000,51,0.5,100,100,1000,110,0.5,100,100,1000,95,0.58,137,98,1013
94,0.5,100,100,1000,61,0.5,100,100,1000,86,0.5,100,100,1000,149,0.5,100,100,1000,158,0.5,100,100,1000,154,0.5,100,100,1000,51,0.5,100,100,1000,159,0.5,100,100,1000,78,0.5,100,100,1000,98,0.55,174,142,1070
49,0.5,100,100,1000,74,0.56,197,155,1054,56,0.5,100,100,1000,67,0.54,372,317,1471,131,0.56,221,173,1136,126,0.56,260,204,1534,51,0.5,100,100,1000,9,0.5,100,100,1000,15,0.56,271,211,1508,130,0.52,295,267,970
74,0.5,100,100,1000,7,0.63,107,62,1136,144,0.5,100,100,1000,60,0.5,100,100,1000,151,0.5,100,100,1000,154,0.5,100,100,1000,30,0.5,100,100,1000,51,0.5,100,100,1000,55,0.57,119,89,982,120,0.5,100,100,1000
44,0.5,100,100,1000,14,0.54,220,188,1018,77,0.5,100,100,1000,99,0.53,216,188,1043,146,0.5,100,100,1000,96,0.5,100,100,1000,159,0.5,100,100,1000,51,0.5,100,100,1000,95,0.5,100,100,1000,72,0.5,100,100,1000
38,0.5,100,100,1000,35,0.5,100,100,1000,47,0.5,100,100,1000,86,0.5,100,100,1000,31,0.5,100,100,1000,66,0.5,100,100,1000,139,0.5,100,100,1000,53,0.5,100,100,1000,78,0.53,273,239,1034,13,0.5,100,100,1000
116,0.52,347,314,1078,43,0.5,100,100,1000,86,0.5,100,100,1000,63,0.5,100,100,1000,8,0.5,100,100,1000,58,0.5,100,100,1000,10,0.5,100,100,1000,30,0.54,222,188,1100,78,0.5,100,100,1000,110,0.5,100,100,1000
44,0.5,100,100,1000,61,0.5,100,100,1000,56,0.57,126,95,1007,14,0.5,100,100,1000,11,0.5,100,100,1000,20,0.54,226,193,1183,26,0.5,100,100,1000,30,0.54,222,188,1100,84,0.54,267,224,1126,55,0.56,271,211,1508
48,0.5,100,100,1000,105,0.5,100,100,1000,47,0.56,167,133,1007,27,0.5,100,100,1000,154,0.5,100,100,1000,4,0.5,100,100,1000,53,0.5,100,100,1000,9,0.5,100,100,1000,84,0.5,100,100,1000,130,0.59,152,106,1021
37,0.5,100,100,1000,11,0.5,100,100,1000,86,0.5,100,100,1000,104,0.5,100,100,1000,20,0.5,100,100,1000,66,0.5,100,100,1000,30,0.5,100,100,1000,150,0.57,148,112,1020,98,0.5,100,100,1000,102,0.5,100,100,1000
61,0.5,100,100,1000,131,0.5,100,100,1000,67,0.5,100,100,1000,76,0.5,100,100,1000,52,0.5,100,100,1000,106,0.53,457,399,1561,51,0.5,100,100,1000,26,0.5,100,100,1000,130,0.5,100,100,1000,110,0.5,100,100,1000
61,0.5,100,100,1000,90,0.5,100,100,1000,136,0.5,100,100,1000,28,0.5,100,100,1000,93,0.5,100,100,1000,127,0.5,100,100,1000,26,0.5,100,100,1000,87,0.53,266,234,1011,55,0.5,100,100,1000,17,0.5,100,100,1000
90,0.5,100,100,1000,49,0.59,123,84,1129,143,0.58,104,75,1030,86,0.5,100,100,1000,2,0.5,100,100,1000,70,0.5,100,100,1000,9,0.52,300,274,899,50,0.55,240,197,1231,72,0.56,234,181,1035,5,0.53,334,299,942
37,0.5,100,100,1000,1,0.53,290,259,941,149,0.5,100,100,1000,152,0.5,100,100,1000,21,0.5,100,100,1000,2,0.5,100,100,1000,9,0.5,100,100,1000,118,0.5,100,100,1000,130,0.61,120,77,1002,78,0.5,100,100,1000
105,0.5,100,100,1000,90,0.5,100,100,1000,60,0.5,100,100,1000,86,0.53,457,399,1561,61,0.5,100,100,1000,131,0.5,100,100,1000,138,0.63,131,76,1228,50,0.5,100,100,1000,163,0.5,100,100,1000,68,0.56,234,181,1035
90,0.59,140,98,1100,19,0.53,306,273,1038,136,0.5,100,100,1000,143,0.5,100,100,1000,127,0.5,100,100,1000,75,0.55,445,371,1847,140,0.5,100,100,1000,10,0.56,258,203,1480,98,0.54,210,179,1109,78,0.53,382,345,1223
94,0.5,100,100,1000,49,0.63,106,63,1070,143,0.5,100,100,1000,38,0.5,100,100,1000,12,0.5,100,100,1000,124,0.5,100,100,1000,53,0.5,100,100,1000,30,0.5,100,100,1000,84,0.5,100,100,1000,17,0.5,100,100,1000
161,0.5,100,100,1000,92,0.5,100,100,1000,39,0.57,164,126,1137,109,0.5,100,100,1000,12,0.5,100,100,1000,123,0.5,100,100,1000,150,0.5,100,100,1000,51,0.5,100,100,1000,98,0.5,100,100,1000,78,0.5,100,100,1000
48,0.5,100,100,1000,38,0.57,168,126,1061,45,0.5,100,100,1000,144,0.5,100,100,1000,75,0.5,100,100,1000,40,0.5,100,100,1000,53,0.5,100,100,1000,138,0.5,100,100,1000,95,0.5,100,100,1000,98,0.5,100,100,1000
37,0.5,100,100,1000,154,0.5,100,100,1000,144,0.5,100,100,1000,38,0.5,100,100,1000,109,0.5,100,100,1000,158,0.5,100,100,1000,159,0.5,100,100,1000,51,0.56,145,112,1206,72,0.61,120,77,1002,130,0.5,100,100,1000
60,0.6,200,131,1151,38,0.5,100,100,1000,76,0.52,303,279,1018,39,0.53,457,399,1561,49,0.53,406,363,1246,66,0.54,372,317,1471,139,0.5,100,100,1000,150,0.56,197,155,1285,15,0.54,333,280,1367,98,0.55,187,153,1090
74,0.5,100,100,1000,154,0.59,103,71,1026,67,0.5,100,100,1000,143,0.59,76,53,987,126,0.54,285,240,1355,123,0.5,100,100,1000,51,0.6,84,57,1192,150,0.54,325,280,1316,130,0.55,187,153,1090,84,0.5,100,100,1000
93,0.5,100,100,1000,43,0.5,100,100,1000,38,0.5,100,100,1000,47,0.53,291,261,1003,4,0.5,100,100,1000,145,0.5,100,100,1000,135,0.5,100,100,1000,150,0.5,100,100,1000,78,0.5,100,100,1000,163,0.5,100,100,1000
92,0.5,100,100,1000,93,0.5,100,100,1000,67,0.5,100,100,1000,144,0.57,127,96,1065,131,0.5,100,100,1000,20,0.5,100,100,1000,56,0.5,100,100,1000,54,0.5,100,100,1000,110,0.5,100,100,1000,95,0.53,423,379,1064
49,0.54,259,219,1058,92,0.5,100,100,1000,63,0.54,214,184,999,56,0.5,100,100,1000,8,0.55,361,299,1656,44,0.5,100,100,1000,150,0.5,100,100,1000,9,0.57,163,124,1141,98,0.5,100,100,1000,130,0.55,280,233,1516
38,0.5,100,100,1000,48,0.53,342,308,1116,144,0.5,100,100,1000,29,0.5,100,100,1000,16,0.5,100,100,1000,151,0.5,100,100,1000,51,0.5,100,100,1000,54,0.5,100,100,1000,120,0.5,100,100,1000,130,0.5,100,100,1000
105,0.5,100,100,1000,96,0.5,100,100,1000,149,0.5,100,100,1000,143,0.56,165,130,1015,123,0.53,368,327,1068,2,0.5,100,100,1000,150,0.5,100,100,1000,51,0.55,197,161,1046,78,0.5,100,100,1000,72,0.52,504,463,1003
93,0.5,100,100,1000,158,0.5,100,100,1000,149,0.5,100,100,1000,38,0.53,297,266,1053,123,0.5,100,100,1000,66,0.55,361,299,1656,71,0.5,100,100,1000,159,0.5,100,100,1000,82,0.54,284,240,1275,98,0.54,233,196,1147
49,0.5,100,100,1000,106,0.5,100,100,1000,38,0.5,100,100,1000,14,0.54,231,193,1217,11,0.53,327,289,1067,126,0.5,100,100,1000,54,0.5,100,100,1000,51,0.6,122,81,1110,130,0.5,100,100,1000,78,0.53,382,345,1223
116,0.5,100,100,1000,74,0.5,100,100,1000,39,0.57,168,126,1061,62,0.5,100,100,1000,157,0.5,100,100,1000,91,0.5,100,100,1000,9,0.5,100,100,1000,51,0.54,256,217,1026,72,0.5,100,100,1000,120,0.5,100,100,1000
23,0.5,100,100,1000,106,0.53,457,399,1561,38,0.53,302,263,1093,143,0.58,104,75,1030,154,0.5,100,100,1000,2,0.5,100,100,1000,159,0.52,401,367,1045,138,0.5,100,100,1000,55,0.57,270,203,1555,84,0.5,100,100,1000
90,0.57,239,179,1522,48,0.53,342,308,1116,143,0.5,100,100,1000,56,0.5,100,100,1000,123,0.74,80,28,1106,96,0.5,100,100,1000,111,0.5,100,100,1000,108,0.5,100,100,1000,110,0.5,100,100,1000,6,0.52,286,259,1014
49,0.5,100,100,1000,32,0.5,100,100,1000,38,0.5,100,100,1000,143,0.54,371,316,1575,44,0.52,328,297,1083,145,0.62,117,72,1006,51,0.52,296,269,1098,56,0.5,100,100,1000,55,0.5,100,100,1000,84,0.53,216,192,1005
129,0.5,100,100,1000,92,0.62,98,61,1018,77,0.5,100,100,1000,86,0.5,100,100,1000,49,0.5,100,100,1000,91,0.6,201,132,1639,111,0.55,282,228,1597,18,0.53,438,391,1173,98,0.5,100,100,1000,161,0.58,132,97,1108
61,0.5,100,100,1000,133,0.5,100,100,1000,86,0.5,100,100,1000,77,0.56,198,157,1324,103,0.5,100,100,1000,34,0.5,100,100,1000,50,0.6,84,57,1192,51,0.54,256,217,1026,110,0.5,100,100,1000,130,0.5,100,100,1000
38,0.5,100,100,1000,92,0.55,274,222,1060,127,0.5,100,100,1000,27,0.5,100,100,1000,122,0.5,100,100,1000,106,0.5,100,100,1000,53,0.5,100,100,1000,9,0.5,100,100,1000,84,0.5,100,100,1000,102,0.5,100,100,1000
52,0.56,183,144,1223,93,0.5,100,100,1000,86,0.5,100,100,1000,38,0.52,303,279,1018,91,0.5,100,100,1000,153,0.5,100,100,1000,26,0.54,242,208,1009,79,0.5,100,100,1000,8,0.5,100,100,1000,46,0.5,100,100,1000
23,0.5,100,100,1000,44,0.5,100,100,1000,14,0.5,100,100,1000,136,0.5,100,100,1000,160,0.5,100,100,1000,91,0.5,100,100,1000,150,0.5,100,100,1000,51,0.53,251,221,953,5,0.5,100,100,1000,15,0.5,100,100,1000
48,0.5,100,100,1000,49,0.5,100,100,1000,86,0.5,100,100,1000,56,0.5,100,100,1000,162,0.5,100,100,1000,154,0.54,274,232,1101,108,0.5,100,100,1000,21,0.56,233,186,1219,15,0.56,234,181,1035,110,0.5,100,100,1000
47,0.5,100,100,1000,1,0.5,100,100,1000,27,0.5,100,100,1000,41,0.54,261,224,1008,91,0.5,100,100,1000,44,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,121,0.5,100,100,1000,98,0.5,100,100,1000
35,0.56,182,144,1149,148,0.52,416,380,1046,38,0.5,100,100,1000,86,0.5,100,100,1000,105,0.5,100,100,1000,96,0.5,100,100,1000,9,0.5,100,100,1000,111,0.55,282,228,1597,72,0.5,100,100,1000,82,0.5,100,100,1000
1,0.5,100,100,1000,98,0.58,130,93,1104,67,0.54,270,234,1229,47,0.55,222,182,982,124,0.65,148,81,1179,34,0.53,327,289,1067,4,0.5,100,100,1000,159,0.6,128,84,1363,78,0.5,100,100,1000,72,0.5,100,100,1000
49,0.61,116,74,1225,90,0.5,100,100,1000,86,0.56,156,122,1098,144,0.54,270,234,1229,105,0.56,131,101,1044,124,0.5,100,100,1000,30,0.62,117,72,1006,71,0.54,353,296,1258,84,0.71,66,27,1010,82,0.53,216,188,1043
90,0.5,100,100,1000,48,0.5,100,100,1000,56,0.5,100,100,1000,67,0.5,100,100,1000,38,0.5,100,100,1000,61,0.5,100,100,1000,139,0.5,100,100,1000,108,0.53,266,234,1011,17,0.5,100,100,1000,130,0.5,100,100,1000
52,0.55,149,120,1098,61,0.5,100,100,1000,39,0.5,100,100,1000,67,0.54,214,184,999,140,0.5,100,100,1000,2,0.56,175,137,1330,9,0.5,100,100,1000,26,0.5,100,100,1000,130,0.53,347,311,1039,13,0.53,290,253,1231
64,0.5,100,100,1000,48,0.5,100,100,1000,38,0.57,168,126,1061,152,0.5,100,100,1000,8,0.5,100,100,1000,107,0.5,100,100,1000,118,0.5,100,100,1000,30,0.5,100,100,1000,46,0.5,100,100,1000,93,0.5,100,100,1000
21,0.5,100,100,1000,19,0.56,224,178,1019,41,0.5,100,100,1000,123,0.5,100,100,1000,73,0.5,100,100,1000,154,0.5,100,100,1000,159,0.5,100,100,1000,51,0.5,100,100,1000,121,0.5,100,100,1000,151,0.5,100,100,1000
52,0.5,100,100,1000,44,0.52,328,297,1083,39,0.5,100,100,1000,113,0.66,120,63,1013,66,0.5,100,100,1000,154,0.5,100,100,1000,26,0.5,100,100,1000,160,0.5,100,100,1000,78,0.5,100,100,1000,55,0.5,100,100,1000
117,0.61,114,73,1242,23,0.5,100,100,1000,67,0.54,315,272,1178,143,0.5,100,100,1000,20,0.52,412,380,1067,124,0.53,351,311,1195,118,0.6,84,57,1192,51,0.55,296,241,1195,84,0.58,132,97,1108,17,0.5,100,100,1000
117,0.53,297,266,1053,21,0.5,100,100,1000,39,0.5,100,100,1000,127,0.65,93,49,1309,96,0.55,219,177,1088,3,0.63,112,66,999,56,0.5,100,100,1000,79,0.5,100,100,1000,84,0.5,100,100,1000,98,0.5,100,100,1000
105,0.56,211,167,1234,52,0.5,100,100,1000,143,0.55,240,200,1192,41,0.53,434,379,1542,145,0.58,174,127,1230,57,0.5,100,100,1000,9,0.52,296,269,1098,159,0.58,141,103,1340,130,0.5,100,100,1000,98,0.54,233,196,1147
59,0.56,182,144,1149,52,0.5,100,100,1000,41,0.53,434,379,1542,144,0.54,371,316,1575,161,0.52,412,380,1067,123,0.5,100,100,1000,54,0.5,100,100,1000,150,0.55,445,371,1847,13,0.56,138,109,1132,95,0.5,100,100,1000
37,0.53,306,273,1038,52,0.5,100,100,1000,67,0.5,100,100,1000,63,0.5,100,100,1000,123,0.5,100,100,1000,124,0.57,165,127,1079,159,0.5,100,100,1000,150,0.54,325,280,1316,72,0.5,100,100,1000,110,0.5,100,100,1000
92,0.5,100,100,1000,37,0.5,100,100,1000,147,0.5,100,100,1000,76,0.5,100,100,1000,40,0.5,100,100,1000,49,0.5,100,100,1000,26,0.5,100,100,1000,51,0.5,100,100,1000,95,0.5,100,100,1000,149,0.58,137,98,1013
114,0.5,100,100,1000,19,0.5,100,100,1000,67,0.5,100,100,1000,84,0.5,100,100,1000,70,0.5,100,100,1000,20,0.5,100,100,1000,51,0.5,100,100,1000,53,0.5,100,100,1000,120,0.5,100,100,1000,68,0.56,174,135,1177
32,0.5,100,100,1000,48,0.5,100,100,1000,47,0.5,100,100,1000,67,0.5,100,100,1000,124,0.56,145,112,1206,2,0.55,191,154,1003,51,0.53,351,308,1225,159,0.55,229,185,1290,8,0.5,100,100,1000,78,0.52,432,401,1007
129,0.5,100,100,1000,74,0.53,366,326,1033,143,0.5,100,100,1000,149,0.5,100,100,1000,66,0.54,372,317,1471,2,0.54,325,274,1299,150,0.55,165,136,1027,56,0.5,100,100,1000,84,0.62,110,67,1041,95,0.58,200,143,1341
36,0.5,100,100,1000,48,0.5,100,100,1000,67,0.53,273,239,1034,144,0.56,315,250,1059,89,0.5,100,100,1000,27,0.5,100,100,1000,138,0.5,100,100,1000,9,0.55,184,150,1050,93,0.5,100,100,1000,98,0.5,100,100,1000
