TeamBlueTopChampionName,TeamBlueTopWinRate,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopChampionName,TeamRedTopWinRate,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleChampionName,TeamBlueJungleWinRate,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleChampionName,TeamRedJungleWinRate,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidChampionName,TeamBlueMidWinRate,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidChampionName,TeamRedMidWinRate,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCChampionName,TeamBlueADCWinRate,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCChampionName,TeamRedADCWinRate,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportChampionName,TeamBlueSupportWinRate,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportChampionName,TeamRedSupportWinRate,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,GoldBalanceTop,GoldBalanceJungle,GoldBalanceMid,GoldBalanceADC,GoldBalanceSupport,DamageBalanceTop,DamageBalanceJungle,DamageBalanceMid,DamageBalanceADC,DamageBalanceSupport
43,0.5,100,100,1000,148,0.5,100,100,1000,109,0.5,100,100,1000,88,0.5,100,100,1000,4,0.5,100,100,1000,145,0.5,100,100,1000,18,0.5,100,100,1000,138,0.5,100,100,1000,8,0.55,174,142,1070,102,0.5,100,100,1000,-916,-3793,-2698,-4636,-803,2727,-2479,-9643,-12018,9035
48,0.5,100,100,1000,25,0.5,100,100,1000,109,0.5,100,100,1000,60,0.63,206,123,1240,11,0.5,100,100,1000,20,0.5,100,100,1000,159,0.54,388,334,1035,9,0.5,100,100,1000,72,0.5,100,100,1000,121,0.5,100,100,1000,5925,653,2242,-827,2014,24158,-2112,9333,-738,3122
103,0.5,100,100,1000,44,0.5,100,100,1000,31,0.5,100,100,1000,76,0.5,100,100,1000,158,0.5,100,100,1000,127,0.5,100,100,1000,159,0.5,100,100,1000,8,0.5,100,100,1000,110,0.5,100,100,1000,84,0.5,100,100,1000,4654,1407,-2504,2089,3852,8908,-11956,-7570,-6550,13696
92,0.55,180,146,986,123,0.5,100,100,1000,136,0.5,100,100,1000,113,0.66,120,63,1013,96,0.5,100,100,1000,106,0.54,180,153,1011,159,0.6,122,80,1013,51,0.54,253,214,1010,72,0.54,267,224,1126,78,0.5,100,100,1000,541,-653,1753,4891,2131,-2143,8243,4708,762,3786
122,0.5,100,100,1000,105,0.5,100,100,1000,77,0.5,100,100,1000,144,0.5,100,100,1000,8,0.5,100,100,1000,66,0.5,100,100,1000,159,0.5,100,100,1000,30,0.54,222,188,1100,84,0.61,120,77,1002,68,0.5,100,100,1000,-981,-733,799,-1229,-466,11576,-3770,8760,-19826,98
44,0.52,328,297,1083,48,0.5,100,100,1000,77,0.5,100,100,1000,86,0.57,153,116,1005,2,0.52,412,380,1067,70,0.5,100,100,1000,138,0.5,100,100,1000,26,0.5,100,100,1000,78,0.5,100,100,1000,95,0.54,353,296,1258,-4731,-48,-586,4297,-292,-3295,-7627,3746,21563,-2849
61,0.5,100,100,1000,92,0.5,100,100,1000,77,0.5,100,100,1000,47,0.5,100,100,1000,127,0.5,100,100,1000,38,0.5,100,100,1000,159,0.5,100,100,1000,135,0.56,211,167,1234,72,0.54,203,172,1100,42,0.5,100,100,1000,3845,-1449,-1106,-10147,-3556,17231,5006,10343,-30395,-14423
133,0.66,120,63,1013,74,0.5,100,100,1000,28,0.54,244,211,1080,123,0.54,315,272,1178,158,0.6,121,82,1115,30,0.53,331,291,1053,108,0.54,301,252,1013,53,0.5,100,100,1000,95,0.5,100,100,1000,121,0.5,100,100,1000,81,-3097,-1949,-4147,436,-12310,-4441,-5194,-112,4032
49,0.5,100,100,1000,109,0.5,100,100,1000,67,0.57,168,126,1061,31,0.5,100,100,1000,38,0.71,66,27,1010,127,0.5,100,100,1000,159,0.5,100,100,1000,54,0.5,100,100,1000,8,0.55,174,142,1070,84,0.5,100,100,1000,5904,-281,1758,3109,2313,18332,-17999,8999,8675,7108
104,0.5,100,100,1000,49,0.62,130,79,1011,113,0.5,100,100,1000,47,0.5,100,100,1000,2,0.5,100,100,1000,61,0.5,100,100,1000,30,0.54,222,188,1100,53,0.54,205,175,1008,84,0.5,100,100,1000,55,0.5,100,100,1000,2335,1296,3040,978,-355,7004,-599,3126,4016,-1603
105,0.5,100,100,1000,103,0.5,100,100,1000,67,0.5,100,100,1000,143,0.5,100,100,1000,2,0.5,100,100,1000,96,0.55,187,153,1090,18,0.5,100,100,1000,138,0.5,100,100,1000,121,0.5,100,100,1000,95,0.59,111,78,1098,-6418,1607,-5051,-1908,-3070,-19567,13657,-3041,-12228,-8699
129,0.5,100,100,1000,52,0.5,100,100,1000,28,0.5,100,100,1000,62,0.54,270,234,1229,49,0.5,100,100,1000,124,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,94,0.5,100,100,1000,130,0.5,100,100,1000,2190,-1586,2667,4057,2540,14815,-5194,-1937,10552,6852
19,0.53,306,273,1038,40,0.61,114,73,1242,67,0.62,110,67,1041,104,0.53,434,379,1542,2,0.5,100,100,1000,53,0.53,351,308,1225,159,0.6,128,84,1363,18,0.5,100,100,1000,15,0.5,100,100,1000,73,0.52,400,364,1111,910,-3553,-1815,-1323,-5418,-5901,-3743,-7276,-8244,-20715
49,0.62,131,80,1198,44,0.56,211,167,1234,143,0.56,175,137,1330,86,0.58,119,87,1042,2,0.55,234,195,1312,70,0.52,419,380,1212,118,0.5,100,100,1000,138,0.6,84,57,1192,161,0.5,100,100,1000,95,0.58,200,143,1341,2859,3537,3304,-2944,158,9540,2780,11813,-11912,1976
106,0.5,100,100,1000,92,0.5,100,100,1000,129,0.53,457,399,1561,24,0.5,100,100,1000,158,0.5,100,100,1000,3,0.54,372,317,1471,9,0.5,100,100,1000,150,0.6,122,81,1110,130,0.52,504,463,1003,98,0.52,295,267,970,3309,1851,875,847,1041,6468,4565,4739,4378,2377
44,0.57,207,159,1209,103,0.66,134,70,1437,123,0.5,100,100,1000,47,0.5,100,100,1000,127,0.5,100,100,1000,8,0.5,100,100,1000,9,0.5,100,100,1000,159,0.5,100,100,1000,130,0.5,100,100,1000,95,0.5,100,100,1000,-3830,-1120,-3934,2676,-1808,-2875,1718,-9684,9636,-632
105,0.58,110,80,1066,38,0.5,100,100,1000,144,0.55,240,200,1192,67,0.5,100,100,1000,2,0.52,412,380,1067,66,0.5,100,100,1000,150,0.54,197,170,1006,10,0.55,445,371,1847,98,0.57,270,203,1555,125,0.5,100,100,1000,6225,2695,-678,-1914,220,31310,5500,-779,-7068,-5600
90,0.56,177,138,1019,133,0.5,100,100,1000,113,0.5,100,100,1000,89,0.5,100,100,1000,124,0.5,100,100,1000,154,0.5,100,100,1000,150,0.5,100,100,1000,9,0.5,100,100,1000,21,0.5,100,100,1000,42,0.56,174,135,1177,2137,4540,-1044,5137,596,13251,14337,6429,7626,-13656
48,0.5,100,100,1000,19,0.5,100,100,1000,63,0.5,100,100,1000,24,0.5,100,100,1000,124,0.5,100,100,1000,154,0.55,172,140,1116,159,0.5,100,100,1000,18,0.5,100,100,1000,72,0.5,100,100,1000,46,0.5,100,100,1000,5974,5354,-2135,162,240,12047,14200,-3147,-10878,200
49,0.53,269,235,1091,92,0.5,100,100,1000,39,0.5,100,100,1000,67,0.5,100,100,1000,106,0.5,100,100,1000,20,0.5,100,100,1000,138,0.5,100,100,1000,159,0.5,100,100,1000,15,0.5,100,100,1000,13,0.5,100,100,1000,7505,5850,604,-743,875,36212,12491,17899,5252,1348
38,0.57,277,209,1373,61,0.51,437,413,1074,47,0.5,100,100,1000,67,0.53,457,399,1561,162,0.54,285,240,1355,66,0.56,228,181,1329,51,0.5,100,100,1000,159,0.59,139,97,1092,130,0.54,333,280,1367,72,0.58,132,97,1108,-74,3112,1932,4213,1826,-4307,1576,4422,9139,2016
52,0.5,100,100,1000,107,0.54,226,193,1183,56,0.5,100,100,1000,104,0.5,100,100,1000,44,0.5,100,100,1000,154,0.5,100,100,1000,51,0.5,100,100,1000,159,0.5,100,100,1000,110,0.5,100,100,1000,161,0.5,100,100,1000,-1899,2751,4633,1139,2136,-13576,19053,6449,4998,9343
133,0.5,100,100,1000,4,0.6,200,131,1151,147,0.5,100,100,1000,67,0.55,247,202,1313,8,0.57,178,137,1215,34,0.55,234,195,1312,18,0.6,84,57,1192,153,0.5,100,100,1000,73,0.6,122,80,1013,98,0.54,233,196,1147,-6359,959,-490,-2921,-1341,-14687,-443,-4028,4080,3863
49,0.5,100,100,1000,21,0.5,100,100,1000,47,0.5,100,100,1000,77,0.56,198,157,1324,66,0.5,100,100,1000,58,0.5,100,100,1000,111,0.52,456,414,1107,159,0.5,100,100,1000,110,0.5,100,100,1000,72,0.5,100,100,1000,6785,3894,1203,863,4928,21131,3845,-1571,2148,11564
38,0.5,100,100,1000,32,0.5,100,100,1000,152,0.5,100,100,1000,136,0.5,100,100,1000,96,0.5,100,100,1000,153,0.5,100,100,1000,150,0.5,100,100,1000,20,0.5,100,100,1000,46,0.5,100,100,1000,15,0.65,131,71,1164,-91,-5209,1330,-4112,-2256,10819,-18056,14578,-7496,-5461
117,0.54,220,188,1018,21,0.58,139,102,1004,60,0.5,100,100,1000,88,0.5,100,100,1000,70,0.5,100,100,1000,123,0.54,274,232,1101,51,0.5,100,100,1000,150,0.5,100,100,1000,130,0.5,100,100,1000,120,0.5,100,100,1000,1474,4323,-5373,-4235,-1843,7146,17549,-18755,-9904,-8453
93,0.5,100,100,1000,64,0.5,100,100,1000,29,0.5,100,100,1000,31,0.5,100,100,1000,158,0.5,100,100,1000,58,0.5,100,100,1000,51,0.5,100,100,1000,139,0.5,100,100,1000,5,0.5,100,100,1000,157,0.5,100,100,1000,-4388,-699,-2841,-596,-1337,-2008,1446,749,-2483,-2606
92,0.53,320,285,1092,112,0.5,100,100,1000,63,0.5,100,100,1000,144,0.5,100,100,1000,91,0.5,100,100,1000,124,0.5,100,100,1000,56,0.5,100,100,1000,10,0.54,256,217,1026,98,0.52,295,267,970,46,0.5,100,100,1000,1649,6005,1132,312,1130,4660,9871,898,5282,1374
36,0.5,100,100,1000,90,0.5,100,100,1000,56,0.5,100,100,1000,14,0.5,100,100,1000,3,0.5,100,100,1000,2,0.5,100,100,1000,18,0.5,100,100,1000,51,0.5,100,100,1000,110,0.59,152,106,1021,78,0.5,100,100,1000,-4224,-4824,-70,-4472,-1282,-7670,-2552,424,-21004,7551
32,0.5,100,100,1000,49,0.5,100,100,1000,56,0.5,100,100,1000,67,0.53,457,399,1561,127,0.5,100,100,1000,151,0.54,253,214,1010,138,0.5,100,100,1000,9,0.56,177,137,1104,163,0.5,100,100,1000,98,0.5,100,100,1000,-6301,-4616,3502,-4479,-186,-9945,-6278,5959,-7855,7357
114,0.5,100,100,1000,4,0.53,269,235,1091,60,0.54,369,317,1010,144,0.52,303,279,1018,8,0.5,100,100,1000,2,0.5,100,100,1000,51,0.5,100,100,1000,56,0.54,242,208,1009,130,0.5,100,100,1000,82,0.5,100,100,1000,-3698,-1182,4900,6575,776,-20320,4724,16628,12585,1435
92,0.55,274,222,1060,49,0.5,100,100,1000,144,0.5,100,100,1000,56,0.57,127,96,1065,158,0.5,100,100,1000,44,0.5,100,100,1000,51,0.56,165,130,1007,117,0.53,297,266,1053,95,0.58,205,149,1335,110,0.53,349,314,1194,-4575,-2564,-6684,2678,-2886,-9462,-17174,-13733,12602,-7476
116,0.52,347,314,1078,133,0.56,312,245,1558,14,0.5,100,100,1000,136,0.5,100,100,1000,158,0.5,100,100,1000,145,0.5,100,100,1000,30,0.5,100,100,1000,9,0.53,351,308,1225,10,0.5,100,100,1000,110,0.54,226,193,1183,-736,-1580,-1041,-6435,-4949,7754,5070,-3268,-11438,-4615
38,0.55,222,182,982,66,0.54,325,274,1299,41,0.53,434,379,1542,86,0.54,214,184,999,133,0.56,228,181,1329,93,0.57,277,209,1373,159,0.55,296,241,1195,71,0.5,100,100,1000,72,0.5,100,100,1000,82,0.54,333,280,1367,-2736,-4344,-4106,-1766,-1629,-6332,-6693,-9633,-1299,-2088
74,0.57,221,168,1802,49,0.5,100,100,1000,143,0.55,240,200,1192,38,0.53,457,399,1561,123,0.5,100,100,1000,20,0.55,445,371,1847,153,0.5,100,100,1000,9,0.6,153,101,1108,15,0.5,100,100,1000,101,0.5,100,100,1000,1830,4477,2745,2221,536,4802,10388,-29,4939,596
49,0.56,312,245,1558,61,0.5,100,100,1000,29,0.5,100,100,1000,149,0.5,100,100,1000,66,0.54,372,317,1471,70,0.58,124,88,1157,51,0.53,351,308,1225,30,0.5,100,100,1000,72,0.53,349,314,1194,98,0.55,342,275,1346,-3636,-2908,2532,5265,1483,-3926,-3307,4107,17377,1225
49,0.51,437,413,1074,38,0.5,100,100,1000,67,0.56,175,137,1330,60,0.54,214,184,999,66,0.54,372,317,1471,55,0.5,100,100,1000,111,0.52,456,414,1107,150,0.56,258,203,1480,110,0.5,100,100,1000,84,0.55,305,252,1424,1535,-4162,4764,-305,6846,4916,-12102,14099,-5412,21647
103,0.5,100,100,1000,37,0.5,100,100,1000,86,0.5,100,100,1000,38,0.5,100,100,1000,20,0.5,100,100,1000,127,0.5,100,100,1000,30,0.5,100,100,1000,159,0.5,100,100,1000,8,0.57,178,137,1215,72,0.5,100,100,1000,1169,-3379,-3293,-2003,-825,-6407,-10164,-2313,-462,2104
61,0.5,100,100,1000,80,0.56,159,124,1045,47,0.56,201,157,1076,67,0.53,457,399,1561,8,0.5,100,100,1000,124,0.5,100,100,1000,9,0.58,212,152,1389,51,0.5,100,100,1000,102,0.5,100,100,1000,72,0.5,100,100,1000,1071,-1661,-1618,-2164,-1359,6563,-1043,-3468,-3800,-205
61,0.5,100,100,1000,74,0.55,191,154,1003,67,0.5,100,100,1000,41,0.5,100,100,1000,154,0.5,100,100,1000,93,0.5,100,100,1000,118,0.5,100,100,1000,138,0.5,100,100,1000,78,0.5,100,100,1000,8,0.5,100,100,1000,-1807,-4825,1617,-4528,-1750,480,-11365,-5990,-5111,-4006
38,0.5,100,100,1000,49,0.58,154,111,1012,47,0.5,100,100,1000,39,0.5,100,100,1000,151,0.5,100,100,1000,124,0.5,100,100,1000,51,0.5,100,100,1000,87,0.5,100,100,1000,161,0.5,100,100,1000,78,0.5,100,100,1000,-547,-3876,-4168,-3697,-1606,8480,-10390,-6656,-3679,246
52,0.5,100,100,1000,90,0.53,342,308,1116,147,0.5,100,100,1000,29,0.5,100,100,1000,145,0.53,438,391,1173,103,0.5,100,100,1000,21,0.5,100,100,1000,51,0.5,100,100,1000,110,0.5,100,100,1000,130,0.5,100,100,1000,132,-3490,-1173,-7046,-570,-2463,-15774,1944,-27219,5437
117,0.5,100,100,1000,23,0.53,320,285,1092,38,0.5,100,100,1000,47,0.5,100,100,1000,95,0.5,100,100,1000,91,0.53,347,311,1039,21,0.63,131,76,1228,138,0.5,100,100,1000,110,0.5,100,100,1000,101,0.55,282,228,1597,-117,-708,-1269,-5280,1319,-12346,2061,-15228,-39747,12440
8,0.5,100,100,1000,36,0.5,100,100,1000,38,0.5,100,100,1000,24,0.5,100,100,1000,131,0.5,100,100,1000,124,0.5,100,100,1000,159,0.5,100,100,1000,150,0.5,100,100,1000,17,0.5,100,100,1000,84,0.55,165,136,1027,3224,-97,1063,-481,1173,13646,7583,4995,-6003,-3719
154,0.5,100,100,1000,93,0.53,269,235,1091,41,0.5,100,100,1000,47,0.5,100,100,1000,3,0.5,100,100,1000,123,0.5,100,100,1000,159,0.54,388,334,1035,9,0.5,100,100,1000,72,0.53,423,379,1064,15,0.5,100,100,1000,1054,385,1517,221,1320,104,-1246,4221,-345,1341
32,0.5,100,100,1000,49,0.53,320,285,1092,144,0.5,100,100,1000,41,0.5,100,100,1000,91,0.5,100,100,1000,162,0.5,100,100,1000,51,0.5,100,100,1000,9,0.5,100,100,1000,15,0.5,100,100,1000,78,0.5,100,100,1000,-4694,-5282,208,743,-1193,-4990,-12997,1073,-4351,2728
52,0.5,100,100,1000,32,0.5,100,100,1000,113,0.66,120,63,1013,67,0.54,161,135,1049,145,0.5,100,100,1000,20,0.52,412,380,1067,21,0.56,233,186,1219,51,0.59,111,78,1098,110,0.5,100,100,1000,130,0.54,353,296,1258,-23,-1286,-3371,-4157,-1045,-3242,924,-5390,-9161,6258
106,0.63,106,63,1070,49,0.56,211,167,1234,144,0.54,214,184,999,38,0.56,175,137,1330,162,0.5,100,100,1000,154,0.5,100,100,1000,51,0.55,445,371,1847,50,0.5,100,100,1000,72,0.5,100,100,1000,78,0.52,504,463,1003,-5598,-2977,-5723,-1076,-803,-12939,-12275,-13995,4064,755
90,0.5,100,100,1000,37,0.56,312,245,1558,45,0.52,482,444,1089,41,0.5,100,100,1000,42,0.56,174,135,1177,34,0.5,100,100,1000,51,0.5,100,100,1000,111,0.5,100,100,1000,130,0.5,100,100,1000,95,0.5,100,100,1000,-2638,-6059,3185,4392,-2717,-15351,-12609,22951,20941,-4664
49,0.65,93,49,1309,61,0.55,201,164,1399,38,0.5,100,100,1000,149,0.53,251,221,953,2,0.5,100,100,1000,21,0.6,122,81,1110,138,0.5,100,100,1000,9,0.5,100,100,1000,141,0.5,100,100,1000,15,0.5,100,100,1000,-5047,-2585,2323,789,4994,-18451,8269,11564,-1399,31015
61,0.55,201,164,1399,74,0.5,100,100,1000,144,0.5,100,100,1000,149,0.58,104,75,1030,158,0.5,100,100,1000,2,0.5,100,100,1000,30,0.54,222,188,1100,51,0.57,270,203,1555,84,0.53,291,261,1003,46,0.5,100,100,1000,0,0,27,0,-20,0,0,31,0,24
38,0.5,100,100,1000,103,0.5,100,100,1000,77,0.5,100,100,1000,39,0.5,100,100,1000,91,0.54,180,153,1011,34,0.53,327,289,1067,51,0.55,229,185,1290,9,0.56,134,106,1047,98,0.54,261,221,1017,72,0.5,100,100,1000,-5261,-3379,-1006,2370,-2358,-11295,-4374,223,951,-5954
37,0.61,110,69,1145,44,0.66,134,70,1437,28,0.5,100,100,1000,109,0.53,236,210,932,8,0.5,100,100,1000,43,0.5,100,100,1000,71,0.53,349,314,1194,159,0.5,100,100,1000,78,0.5,100,100,1000,82,0.53,216,188,1043,580,2145,1351,3735,1529,10708,8813,14655,17417,-3058
67,0.5,100,100,1000,25,0.5,100,100,1000,39,0.5,100,100,1000,62,0.5,100,100,1000,145,0.5,100,100,1000,56,0.54,325,280,1316,135,0.5,100,100,1000,51,0.52,451,415,1199,110,0.5,100,100,1000,72,0.5,100,100,1000,-8315,-5079,1039,-3959,1993,-22336,-8957,4133,-7964,18028
90,0.54,232,198,1014,114,0.5,100,100,1000,31,0.5,100,100,1000,41,0.5,100,100,1000,8,0.5,100,100,1000,2,0.5,100,100,1000,154,0.5,100,100,1000,26,0.5,100,100,1000,156,0.5,100,100,1000,120,0.5,100,100,1000,10360,-807,-1277,-4979,-668,36849,-5859,-265,-4250,-1457
52,0.56,159,124,1045,92,0.55,180,146,986,158,0.5,100,100,1000,109,0.52,504,463,1003,70,0.5,100,100,1000,95,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,55,0.5,100,100,1000,110,0.5,100,100,1000,627,2347,2654,3089,332,176,3666,5227,4981,365
48,0.5,100,100,1000,94,0.6,101,66,1076,28,0.62,117,72,1006,143,0.66,134,70,1437,158,0.5,100,100,1000,107,0.56,231,184,1377,50,0.5,100,100,1000,18,0.5,100,100,1000,13,0.56,138,109,1132,55,0.5,100,100,1000,-1492,4464,7688,2695,1902,5539,17879,17047,50,-1898
105,0.56,131,101,1044,74,0.61,114,73,1242,149,0.55,247,202,1313,29,0.53,442,397,1193,2,0.52,419,380,1212,154,0.5,100,100,1000,51,0.5,100,100,1000,150,0.5,100,100,1000,130,0.58,132,97,1108,46,0.5,100,100,1000,-1319,717,1785,4345,1699,-8185,5,1454,15850,3881
74,0.5,100,100,1000,35,0.55,215,175,1086,27,0.5,100,100,1000,136,0.5,100,100,1000,158,0.5,100,100,1000,93,0.57,277,209,1373,87,0.5,100,100,1000,9,0.6,153,101,1108,98,0.5,100,100,1000,130,0.5,100,100,1000,-5000,-1295,1519,-1944,-1155,-10236,-7059,908,1426,-2594
103,0.5,100,100,1000,23,0.5,100,100,1000,86,0.5,100,100,1000,39,0.5,100,100,1000,2,0.5,100,100,1000,146,0.5,100,100,1000,150,0.5,100,100,1000,51,0.5,100,100,1000,15,0.54,174,149,1002,46,0.5,100,100,1000,-889,-1295,1081,1359,-962,1346,-13189,-853,22758,4650
74,0.5,100,100,1000,117,0.53,342,308,1116,144,0.5,100,100,1000,89,0.5,100,100,1000,93,0.58,139,102,1004,140,0.5,100,100,1000,111,0.5,100,100,1000,26,0.5,100,100,1000,141,0.5,100,100,1000,102,0.5,100,100,1000,-846,4054,-2018,-10140,2030,9281,29255,-1310,-28984,32112
44,0.5,100,100,1000,52,0.57,221,168,1802,60,0.63,206,123,1240,41,0.5,100,100,1000,145,0.58,189,139,1199,70,0.5,100,100,1000,71,0.54,325,280,1316,9,0.53,222,197,1107,82,0.55,187,153,1090,72,0.5,100,100,1000,1151,5605,5030,-2749,-220,841,9332,11039,-13772,790
61,0.63,106,63,1070,37,0.5,100,100,1000,149,0.5,100,100,1000,67,0.54,161,135,1049,122,0.5,100,100,1000,145,0.55,280,233,1516,51,0.5,100,100,1000,150,0.5,100,100,1000,98,0.55,187,153,1090,68,0.54,261,221,1017,-324,-4147,-3307,-3034,-227,1081,-9413,1593,-9823,274
19,0.53,306,273,1038,103,0.56,197,155,1054,144,0.56,315,250,1059,38,0.54,246,208,1232,124,0.5,100,100,1000,145,0.5,100,100,1000,10,0.55,445,371,1847,159,0.5,100,100,1000,101,0.5,100,100,1000,121,0.5,100,100,1000,2310,3645,680,261,1338,6745,13044,-9800,809,822
93,0.54,244,211,1080,94,0.5,100,100,1000,157,0.55,150,122,1028,86,0.5,100,100,1000,34,0.5,100,100,1000,49,0.5,100,100,1000,9,0.5,100,100,1000,138,0.52,393,369,1045,130,0.52,295,267,970,162,0.5,100,100,1000,905,671,-6485,3150,-1310,7416,1934,-27690,7651,-18048
105,0.5,100,100,1000,59,0.5,100,100,1000,86,0.5,100,100,1000,106,0.53,457,399,1561,158,0.5,100,100,1000,49,0.5,100,100,1000,150,0.5,100,100,1000,159,0.5,100,100,1000,95,0.63,112,66,999,46,0.5,100,100,1000,2254,2652,3320,4061,2638,2711,9855,4426,6315,1869
3,0.5,100,100,1000,52,0.5,100,100,1000,60,0.57,153,116,1005,14,0.5,100,100,1000,47,0.5,100,100,1000,11,0.5,100,100,1000,118,0.5,100,100,1000,138,0.5,100,100,1000,98,0.5,100,100,1000,5,0.71,66,27,1010,-3270,-2196,-473,-6182,-1881,-2126,-2977,-988,-10752,-723
49,0.53,306,273,1038,117,0.53,342,308,1116,86,0.56,201,157,1076,63,0.54,315,272,1178,142,0.5,100,100,1000,8,0.59,123,84,1129,159,0.5,100,100,1000,51,0.53,351,311,1195,98,0.5,100,100,1000,130,0.5,100,100,1000,2825,3807,3089,4509,2231,5356,3400,4533,5015,1506
64,0.5,100,100,1000,49,0.5,100,100,1000,123,0.5,100,100,1000,38,0.58,174,127,1230,70,0.58,124,88,1157,44,0.5,100,100,1000,51,0.54,256,217,1026,30,0.5,100,100,1000,78,0.5,100,100,1000,98,0.54,233,196,1147,-5144,258,-1574,-675,-1712,-21042,1875,-620,2778,-738
40,0.61,116,74,1225,36,0.5,100,100,1000,67,0.5,100,100,1000,38,0.58,174,127,1230,158,0.5,100,100,1000,154,0.74,80,28,1106,71,0.5,100,100,1000,138,0.53,458,410,1145,82,0.54,261,221,1017,95,0.6,121,82,1115,205,-490,-8102,1119,-998,8387,-24177,-9070,21515,1434
49,0.5,100,100,1000,106,0.5,100,100,1000,104,0.5,100,100,1000,88,0.5,100,100,1000,8,0.5,100,100,1000,134,0.5,100,100,1000,159,0.53,251,221,953,71,0.5,100,100,1000,46,0.5,100,100,1000,82,0.5,100,100,1000,-90,1621,551,2150,-306,918,135,3383,-4310,-162
92,0.52,303,279,1018,154,0.5,100,100,1000,93,0.57,214,162,1514,47,0.5,100,100,1000,2,0.5,100,100,1000,123,0.5,100,100,1000,138,0.5,100,100,1000,51,0.53,349,314,1194,46,0.5,100,100,1000,8,0.5,100,100,1000,-4565,-548,-3732,242,-683,-10065,47,-6208,-917,-5627
90,0.5,100,100,1000,92,0.62,98,61,1018,144,0.5,100,100,1000,56,0.5,100,100,1000,2,0.5,100,100,1000,154,0.5,100,100,1000,51,0.5,100,100,1000,138,0.5,100,100,1000,84,0.5,100,100,1000,46,0.5,100,100,1000,4449,4,-3968,-3647,-1948,15998,-15631,-7680,-1147,2377
35,0.55,215,175,1086,48,0.66,134,70,1437,104,0.5,100,100,1000,56,0.54,244,211,1080,123,0.5,100,100,1000,91,0.5,100,100,1000,51,0.5,100,100,1000,9,0.53,263,234,1061,120,0.5,100,100,1000,130,0.5,100,100,1000,5255,3473,-54,4426,2882,3606,-279,215,17791,3651
49,0.6,133,90,1197,38,0.5,100,100,1000,90,0.58,119,87,1042,89,0.5,100,100,1000,7,0.5,100,100,1000,36,0.5,100,100,1000,54,0.56,211,167,1234,150,0.5,100,100,1000,102,0.5,100,100,1000,84,0.54,371,316,1575,4132,-2084,-789,-6489,-318,15937,-45,-5873,-19773,-2548
21,0.5,100,100,1000,48,0.53,342,308,1116,144,0.5,100,100,1000,6,0.5,100,100,1000,2,0.5,100,100,1000,142,0.5,100,100,1000,18,0.5,100,100,1000,50,0.5,100,100,1000,110,0.5,100,100,1000,46,0.5,100,100,1000,4649,7846,277,-3403,4266,5489,12142,-3704,-18485,5549
107,0.56,197,155,1054,75,0.55,445,371,1847,67,0.55,247,202,1313,104,0.5,100,100,1000,153,0.5,100,100,1000,61,0.58,167,119,1099,159,0.56,312,245,1558,51,0.5,100,100,1000,101,0.5,100,100,1000,130,0.5,100,100,1000,4075,532,-705,1950,1449,1731,-1481,-7554,210,2171
1,0.5,100,100,1000,117,0.53,434,379,1542,38,0.5,100,100,1000,86,0.5,100,100,1000,4,0.5,100,100,1000,44,0.53,327,289,1067,9,0.58,179,128,1282,51,0.5,100,100,1000,130,0.54,333,280,1367,84,0.5,100,100,1000,1515,-1190,-2494,2493,1029,9465,-112,-1191,2730,793
21,0.61,110,69,1145,90,0.53,290,259,941,143,0.58,104,75,1030,86,0.5,100,100,1000,124,0.5,100,100,1000,67,0.5,100,100,1000,30,0.54,222,188,1100,159,0.5,100,100,1000,55,0.5,100,100,1000,126,0.56,260,204,1534,5839,-232,2165,-3605,-1369,13723,-7717,18339,3481,-14886
66,0.6,179,118,1239,105,0.56,211,167,1234,39,0.53,457,399,1561,127,0.65,93,49,1309,38,0.55,234,195,1312,126,0.52,412,380,1067,54,0.5,100,100,1000,51,0.5,100,100,1000,15,0.54,284,240,1275,130,0.55,201,164,1399,870,811,563,6693,1571,7215,4199,-76,9100,3125
64,0.56,182,144,1149,37,0.5,100,100,1000,56,0.5,100,100,1000,38,0.54,371,316,1575,142,0.5,100,100,1000,124,0.56,231,184,1377,30,0.52,456,414,1107,50,0.54,222,188,1100,110,0.5,100,100,1000,130,0.5,100,100,1000,-2889,-2422,-3091,209,586,-4669,-1781,-5837,1053,3766
