TeamBlueTopGoldEarned,TeamBlueTopChampionName,TeamBlueTopDamageDealt,TeamBlueTopWins,TeamBlueTopLosses,TeamBlueTopLeaguePoints,TeamRedTopGoldEarned,TeamRedTopChampionName,TeamRedTopDamageDealt,TeamRedTopWins,TeamRedTopLosses,TeamRedTopLeaguePoints,TeamBlueJungleGoldEarned,TeamBlueJungleChampionName,TeamBlueJungleDamageDealt,TeamBlueJungleWins,TeamBlueJungleLosses,TeamBlueJungleLeaguePoints,TeamRedJungleGoldEarned,TeamRedJungleChampionName,TeamRedJungleDamageDealt,TeamRedJungleWins,TeamRedJungleLosses,TeamRedJungleLeaguePoints,TeamBlueMidGoldEarned,TeamBlueMidChampionName,TeamBlueMidDamageDealt,TeamBlueMidWins,TeamBlueMidLosses,TeamBlueMidLeaguePoints,TeamRedMidGoldEarned,TeamRedMidChampionName,TeamRedMidDamageDealt,TeamRedMidWins,TeamRedMidLosses,TeamRedMidLeaguePoints,TeamBlueADCGoldEarned,TeamBlueADCChampionName,TeamBlueADCDamageDealt,TeamBlueADCWins,TeamBlueADCLosses,TeamBlueADCLeaguePoints,TeamRedADCGoldEarned,TeamRedADCChampionName,TeamRedADCDamageDealt,TeamRedADCWins,TeamRedADCLosses,TeamRedADCLeaguePoints,TeamBlueSupportGoldEarned,TeamBlueSupportChampionName,TeamBlueSupportDamageDealt,TeamBlueSupportWins,TeamBlueSupportLosses,TeamBlueSupportLeaguePoints,TeamRedSupportGoldEarned,TeamRedSupportChampionName,TeamRedSupportDamageDealt,TeamRedSupportWins,TeamRedSupportLosses,TeamRedSupportLeaguePoints,win
4618,20,5026,100,100,1000,5599,52,2920,100,100,1000,5642,157,4145,150,122,1028,8540,88,9210,244,211,1080,6520,153,6584,100,100,1000,7053,8,11154,100,100,1000,4715,138,8052,393,369,1045,8449,51,9997,296,241,1195,4374,121,2684,458,410,1145,6534,55,6533,100,100,1000,0
11664,19,14170,100,100,1000,13832,48,20184,100,100,1000,12493,56,39279,153,116,1005,9888,89,13386,504,463,1003,10054,158,15288,100,100,1000,12273,70,21063,233,186,1219,13178,51,24519,100,100,1000,14311,9,29239,100,100,1000,7550,15,9079,100,100,1000,7649,130,8030,305,252,1424,0
17215,90,36139,100,100,1000,11227,92,19032,274,222,1060,12376,48,17473,437,413,1074,12858,67,19363,100,100,1000,15084,124,37308,100,100,1000,13359,2,27325,100,100,1000,15135,159,31874,100,100,1000,15390,118,27025,100,100,1000,8658,15,7950,100,100,1000,8388,130,11123,100,100,1000,1
15300,105,24051,136,75,1434,14191,49,26090,211,167,1234,14001,28,18857,100,100,1000,9052,143,12954,100,100,1000,15816,2,27859,419,380,1212,12665,140,14255,406,363,1246,14067,159,20431,220,180,1077,12267,139,15842,100,100,1000,10118,121,7590,100,100,1000,8161,55,20146,100,100,1000,1
14585,90,24075,320,285,1092,13106,48,10391,100,100,1000,14576,143,30604,222,182,982,13495,39,23219,100,100,1000,17640,2,32399,100,100,1000,12671,126,26837,260,204,1534,15830,51,24884,100,100,1000,13321,56,36180,100,100,1000,9636,17,10519,66,27,1010,7123,84,5773,100,100,1000,1
12164,154,23043,100,100,1000,16353,38,39086,320,285,1092,13995,39,24383,366,326,1033,17649,24,35167,100,100,1000,18223,112,33215,100,100,1000,19745,153,36378,100,100,1000,16490,30,25888,100,100,1000,18555,53,31786,165,136,1027,11232,42,24898,100,100,1000,10167,84,8971,100,100,1000,0
6864,105,2909,100,100,1000,6673,93,9594,269,235,1091,8684,143,9346,100,100,1000,5665,149,5298,270,234,1229,5686,89,7621,100,100,1000,6859,11,7706,100,100,1000,10503,150,15738,349,314,1194,7011,87,3176,100,100,1000,7304,110,8662,100,100,1000,4454,13,6908,290,253,1231,1
11716,35,13760,215,175,1086,9695,61,15680,100,100,1000,10538,129,14242,457,399,1561,9841,47,10453,100,100,1000,10333,2,7004,100,100,1000,9668,131,10762,132,96,1015,19292,26,37831,100,100,1000,8485,9,6901,270,203,1555,8291,102,8484,100,100,1000,7448,125,8809,100,100,1000,1
14688,83,16892,100,100,1000,15921,105,19373,100,100,1000,15038,47,19480,100,100,1000,16735,127,29663,100,100,1000,13307,154,17990,100,100,1000,14135,124,22194,100,100,1000,16673,51,23125,100,100,1000,16478,30,40723,122,81,1110,11940,42,24273,100,100,1000,9256,130,9669,100,100,1000,1
10730,52,12739,100,100,1000,15071,40,37434,205,149,1335,15895,67,38029,100,100,1000,12791,62,25072,236,210,932,8244,34,14545,174,149,1002,13219,124,22822,100,100,1000,12895,51,20300,100,100,1000,10868,30,18171,100,100,1000,8243,78,4958,100,100,1000,7740,98,5272,100,100,1000,0
11173,52,16993,100,100,1000,15971,59,35952,100,100,1000,12181,143,16161,100,100,1000,15461,63,22256,100,100,1000,14091,158,27312,100,100,1000,10642,55,16590,274,232,1101,12782,56,45695,301,252,1013,17753,9,35506,100,100,1000,8205,84,8978,100,100,1000,9695,130,11770,100,100,1000,0
8325,40,15832,100,100,1000,12253,155,20489,100,100,1000,11172,38,17483,100,100,1000,8790,31,13716,100,100,1000,11882,127,21326,100,100,1000,7648,96,6715,100,100,1000,13895,10,27765,100,100,1000,6632,21,5176,297,266,1053,7946,78,5014,100,100,1000,6302,110,7946,100,100,1000,1
11571,38,18638,303,279,1018,8766,105,15219,100,100,1000,11636,39,21458,119,87,1042,8336,47,10272,100,100,1000,16570,131,27223,412,380,1067,8854,57,7708,100,100,1000,10905,30,13158,445,371,1847,10875,56,22978,100,100,1000,7060,162,13874,100,100,1000,7971,110,16741,132,97,1108,1
6830,35,5993,290,259,941,9315,129,12805,100,100,1000,7440,67,10193,457,399,1561,8685,127,10169,442,397,1193,7719,162,13122,100,100,1000,7523,92,4407,303,279,1018,7724,159,10011,256,217,1026,12076,51,16642,123,79,1050,4356,98,2743,100,100,1000,8918,93,21111,277,209,1373,0
10560,61,18850,205,149,1335,13989,49,29909,239,179,1522,10455,67,12461,156,122,1098,13134,24,19095,250,213,1320,11720,126,19180,260,204,1534,12574,96,16905,100,100,1000,14668,150,20957,349,314,1194,17122,159,31026,254,211,1401,8135,130,9116,280,233,1516,9802,98,6245,353,296,1258,0
14881,92,29328,98,61,1018,11392,123,20631,100,100,1000,13626,41,25737,214,184,999,13969,104,22830,230,195,1002,13183,73,23440,100,100,1000,13146,3,20264,100,100,1000,18987,150,32291,100,100,1000,13855,9,32609,296,269,1098,8925,15,9568,100,100,1000,9337,130,10202,100,100,1000,1
9569,103,10441,197,155,1054,12375,23,19450,100,100,1000,10806,86,14683,100,100,1000,12200,14,25104,250,213,1320,14658,127,23183,100,100,1000,11654,124,24577,100,100,1000,12993,9,26851,212,152,1389,10533,159,12821,162,124,1206,9181,130,9766,280,233,1516,8255,72,9720,100,100,1000,0
13773,90,18934,320,285,1092,6991,52,4359,100,100,1000,10452,67,9118,100,100,1000,7524,38,10628,100,100,1000,9983,33,11256,156,129,1013,8248,49,14930,234,195,1312,9405,51,10845,100,100,1000,8586,159,11967,155,126,979,6622,95,4775,100,100,1000,4796,156,3656,100,100,1000,1
12545,93,17888,100,100,1000,9991,105,8365,136,75,1434,11999,28,13593,100,100,1000,8940,143,5733,100,100,1000,13097,2,19099,100,100,1000,7651,34,8610,100,100,1000,13247,9,17745,100,100,1000,12198,51,23227,100,100,1000,7954,98,5555,152,106,1021,5775,130,5057,100,100,1000,1
13520,106,27701,100,100,1000,11563,38,20382,100,100,1000,14846,14,21978,297,266,1053,12167,77,15929,100,100,1000,14538,74,24445,131,101,1044,12273,131,11798,100,100,1000,12356,160,18201,100,100,1000,16041,26,22737,100,100,1000,9146,112,10115,100,100,1000,8383,101,8703,100,100,1000,1
7507,117,10888,100,100,1000,8217,40,15977,205,171,1021,7726,86,9108,201,157,1076,7267,38,11856,100,100,1000,6652,96,9798,100,100,1000,9441,62,16279,100,100,1000,7876,54,3751,100,100,1000,15174,9,26617,100,100,1000,4411,84,3364,100,100,1000,7161,130,7424,226,185,1099,0
18734,4,41621,200,131,1151,17999,117,34764,233,184,1370,15031,143,15242,211,167,1280,17945,136,35917,100,100,1000,22300,124,67481,100,100,1000,16708,8,34464,442,397,1193,24017,26,60249,271,196,1868,19964,9,38990,100,100,1000,10426,82,10164,210,179,1109,11432,84,8511,200,143,1341,1
8329,40,9681,289,240,1223,6665,48,10489,100,100,1000,6290,93,6771,214,162,1514,5408,63,4148,100,100,1000,8843,96,12655,100,100,1000,5002,33,6851,100,100,1000,6587,159,5433,100,100,1000,8116,135,6627,456,414,1107,4522,72,3176,100,100,1000,3873,15,3760,100,100,1000,1
6992,64,8626,100,100,1000,10333,52,11757,100,100,1000,7572,88,6271,100,100,1000,11161,86,13142,423,379,1064,6760,124,8402,100,100,1000,13295,131,14766,165,127,1079,8059,111,6162,100,100,1000,8775,51,9270,100,100,1000,6655,110,9370,216,192,1005,6204,84,3643,100,100,1000,0
9292,55,14189,190,150,1043,8311,61,8893,100,100,1000,14390,47,21700,100,100,1000,11127,63,20201,100,100,1000,13567,134,19418,93,49,1309,9921,58,17276,100,100,1000,16045,51,33713,100,100,1000,15920,53,33069,240,197,1231,7078,130,6387,100,100,1000,8505,15,8059,504,463,1003,1
10349,117,18637,100,100,1000,7339,43,11860,100,100,1000,12659,29,18844,100,100,1000,8976,67,9998,100,100,1000,10147,93,13677,100,100,1000,8835,11,16255,100,100,1000,13419,51,27696,100,100,1000,7966,159,12531,270,203,1555,6609,130,4307,186,111,1702,5964,15,4236,132,97,1108,1
17184,154,41738,100,100,1000,11850,61,21158,119,87,1042,15434,88,39085,117,72,1006,12630,152,19871,100,100,1000,10772,55,22037,100,100,1000,15386,58,36908,100,100,1000,13744,51,29995,100,100,1000,13830,138,27419,165,127,1079,9872,120,14327,100,100,1000,11378,95,11980,267,224,1126,1
8824,38,14945,100,100,1000,12492,106,17357,100,100,1000,13338,60,20705,369,317,1010,12429,63,13995,100,100,1000,8333,8,13458,100,100,1000,10908,157,15509,100,100,1000,17364,139,45784,100,100,1000,8579,159,10590,274,232,1101,8880,78,4305,100,100,1000,6445,120,6925,100,100,1000,1
13544,155,18695,100,100,1000,14032,117,20773,100,100,1000,10274,128,12527,100,100,1000,14051,47,15963,100,100,1000,9869,2,10362,100,100,1000,13608,162,37428,100,100,1000,15105,42,47845,253,214,1010,15388,50,40760,100,100,1000,10049,5,15546,100,100,1000,9852,10,22064,100,100,1000,0
8972,21,7240,139,102,1004,12090,48,10548,100,100,1000,9770,45,5465,482,444,1089,12130,56,23929,100,100,1000,16110,127,28165,100,100,1000,11848,153,10093,100,100,1000,13998,9,16962,122,80,1013,10158,51,17106,100,100,1000,8533,130,9682,334,299,942,6248,72,2476,100,100,1000,1
8033,52,6482,261,224,1008,4755,154,7868,100,100,1000,6507,39,7497,167,133,1007,5514,47,4855,100,100,1000,5994,158,6208,100,100,1000,8068,70,8043,351,311,1195,8164,160,7802,100,100,1000,4218,150,3825,100,100,1000,7566,110,9109,84,57,1192,3428,98,2911,100,100,1000,1
7218,8,21432,100,100,1000,10536,133,10355,134,70,1437,10143,24,14369,76,53,987,14922,86,34439,457,399,1561,9136,117,10643,100,100,1000,12697,158,18914,100,100,1000,11081,150,18312,270,203,1555,12511,71,23618,100,100,1000,6170,98,4884,100,100,1000,7715,82,5934,282,228,1597,0
6459,116,4462,347,314,1078,9133,61,10780,123,84,1129,6211,47,4177,174,127,1230,9174,143,12389,371,316,1575,6897,64,5723,100,100,1000,7406,66,13499,100,100,1000,8039,159,11104,100,100,1000,10915,30,18923,217,183,1043,4561,55,7017,504,463,1003,6620,98,4795,261,221,1017,0
11622,48,20467,342,308,1116,10358,52,18336,131,80,1198,13039,38,26173,100,100,1000,12748,88,16168,236,210,932,16167,49,29994,180,153,1011,12297,4,16666,100,100,1000,13746,30,24974,222,188,1100,12574,160,27641,100,100,1000,11446,13,10280,100,100,1000,10097,110,22147,504,463,1003,1
10611,90,13004,205,171,1021,10123,106,17087,457,399,1561,10574,63,16693,100,100,1000,9985,62,15606,271,204,1286,11148,2,18267,100,100,1000,6812,49,11468,191,154,1003,12225,150,14085,231,177,1670,7695,138,13681,240,197,1231,7708,84,7000,305,252,1424,6446,98,4592,100,100,1000,1
9801,38,14895,290,259,941,9477,106,18077,100,100,1000,11602,41,16941,240,200,1192,14225,67,18150,100,100,1000,11193,91,17002,145,112,1206,13791,124,25761,100,100,1000,11232,9,12753,120,85,1053,13338,150,22774,231,177,1670,6604,130,6964,305,252,1424,7768,15,8794,382,345,1223,0
8147,117,10594,100,100,1000,11761,40,21156,269,235,1091,10029,86,11454,423,379,1064,12219,158,18137,325,274,1299,10069,96,15145,100,100,1000,15536,61,29995,361,299,1656,12349,150,18954,162,124,1206,10705,51,22092,100,100,1000,6400,15,8679,333,280,1367,7020,130,6124,347,311,1039,0
12209,49,34817,100,100,1000,11746,72,10650,100,100,1000,14436,86,29659,100,100,1000,15831,60,24052,100,100,1000,15892,158,33045,100,100,1000,20147,153,36227,100,100,1000,17171,26,22721,266,234,1011,14819,18,16377,100,100,1000,7877,78,4422,100,100,1000,8841,15,11470,100,100,1000,0
4865,44,3224,328,297,1083,5645,52,2861,290,259,941,5568,62,5079,315,272,1178,5340,152,6876,231,193,1217,5426,38,8957,234,195,1312,5853,162,8564,100,100,1000,4574,26,4126,100,100,1000,7580,150,6933,84,57,1192,3899,84,3933,259,219,1058,4426,98,4459,261,221,1017,0
12409,48,11572,342,308,1116,12494,90,16449,205,171,1021,11652,152,15344,93,58,1012,11545,56,26770,100,100,1000,11647,2,17969,231,184,1377,7823,96,5310,100,100,1000,13329,26,15616,100,100,1000,8570,9,9819,231,177,1670,8537,73,11027,100,100,1000,5602,84,4637,100,100,1000,1
14893,49,29031,290,259,941,13412,74,22696,100,100,1000,12419,67,16540,100,100,1000,14165,47,17056,400,364,1111,11708,2,30123,100,100,1000,12447,116,22393,100,100,1000,12622,9,18577,100,100,1000,16183,50,35258,100,100,1000,8156,130,6814,334,299,942,8903,98,7314,100,100,1000,0
11749,43,16287,100,100,1000,11524,93,20090,214,162,1514,9691,63,5200,100,100,1000,10884,29,19682,100,100,1000,9331,20,17766,412,380,1067,11158,146,14025,100,100,1000,8257,135,12481,100,100,1000,12470,51,18401,456,414,1107,6444,144,3738,100,100,1000,7422,98,5895,100,100,1000,0
13022,48,10746,134,70,1437,12999,61,27534,269,235,1091,19429,60,35454,206,123,1240,12014,47,20038,271,204,1286,13399,123,22047,180,153,1011,12864,140,10503,100,100,1000,13294,138,26430,240,197,1231,13726,150,20990,100,100,1000,8989,98,5685,124,75,1388,7136,15,4606,234,181,1035,1
10401,49,14329,100,100,1000,8248,38,16245,269,235,1091,12248,41,17633,100,100,1000,6892,77,13561,100,100,1000,9421,56,19051,100,100,1000,9378,73,12596,100,100,1000,13352,150,17202,456,414,1107,8946,138,15385,393,369,1045,8723,157,10836,100,100,1000,7281,95,8526,100,100,1000,1
12059,74,17266,100,100,1000,14959,55,31216,100,100,1000,15064,67,20925,100,100,1000,12795,143,20031,100,100,1000,16103,58,33479,100,100,1000,13332,70,25267,210,179,1109,17813,138,45912,100,100,1000,21310,150,59532,100,100,1000,9376,98,5712,100,100,1000,8741,6,11693,111,78,1098,0
14259,52,19413,290,259,941,13974,90,28933,100,100,1000,13867,60,20648,369,317,1010,13624,67,24623,100,100,1000,14924,11,24644,100,100,1000,13436,70,22383,100,100,1000,17246,150,40250,100,100,1000,20201,53,39548,351,308,1225,12807,110,32272,100,100,1000,9218,84,8987,100,100,1000,1
9418,114,6364,100,100,1000,17340,105,27872,136,75,1434,13103,29,22331,100,100,1000,11690,89,16747,100,100,1000,10657,123,16565,80,28,1106,13610,2,27154,100,100,1000,15457,51,31695,100,100,1000,16549,54,26105,100,100,1000,7952,130,6737,100,100,1000,8316,15,7957,100,100,1000,0
13444,36,27899,100,100,1000,16413,43,32842,100,100,1000,12089,31,17717,100,100,1000,13953,14,19484,369,317,1010,10301,116,14220,100,100,1000,12321,124,19988,100,100,1000,11845,135,30253,100,100,1000,12340,56,30025,242,208,1009,8159,98,5121,100,100,1000,8996,13,12111,119,89,982,0
8086,61,15073,100,100,1000,8636,47,16194,100,100,1000,9996,14,12600,100,100,1000,8951,67,15329,291,261,1003,8815,158,13133,100,100,1000,10948,38,13513,277,209,1373,9731,150,19204,296,241,1195,9485,51,13727,212,152,1389,5788,98,5399,259,222,1234,7507,102,6017,100,100,1000,0
10105,117,13030,100,100,1000,12186,93,22565,100,100,1000,13246,60,20703,100,100,1000,13036,86,24039,100,100,1000,7673,61,11532,100,100,1000,13711,124,26747,228,181,1329,11209,51,19734,100,100,1000,10775,9,19161,100,100,1000,7098,125,9588,100,100,1000,8235,130,8170,100,100,1000,0
10518,117,12693,434,379,1542,10392,105,17683,100,100,1000,8135,60,6526,100,100,1000,13112,152,19846,100,100,1000,7083,124,8993,100,100,1000,9091,116,9010,347,314,1078,7781,26,10191,131,76,1228,12359,53,22946,194,148,1187,6927,15,5619,100,100,1000,7655,84,6922,137,98,1013,0
11721,61,18178,133,90,1197,12774,60,21907,100,100,1000,12132,67,18592,100,100,1000,14394,38,39058,100,100,1000,9635,70,18188,100,100,1000,15953,96,22584,100,100,1000,13870,26,22240,100,100,1000,11025,150,10258,100,100,1000,6045,112,7475,100,100,1000,8801,98,8063,259,222,1234,0
15195,90,28151,100,100,1000,18242,43,39624,205,149,1335,19623,31,51480,100,100,1000,14833,47,24803,100,100,1000,17344,44,27223,100,100,1000,13228,140,35810,100,100,1000,18034,159,37683,100,100,1000,25720,9,73663,251,221,953,8798,15,10312,284,240,1275,10137,72,8963,282,228,1597,0
10828,49,18209,342,308,1116,13035,106,21500,101,66,1076,11423,47,10120,100,100,1000,15007,144,23647,100,100,1000,13077,124,23294,100,100,1000,12926,142,18981,100,100,1000,9538,51,7467,100,100,1000,14769,18,21688,177,137,1104,6146,98,6077,100,100,1000,8470,78,3636,100,100,1000,0
8793,48,6930,100,100,1000,13723,35,19741,100,100,1000,11106,60,16542,100,100,1000,11760,39,19500,100,100,1000,10598,66,18022,100,100,1000,8932,8,16071,127,93,1034,9275,9,11781,100,100,1000,12561,150,15611,100,100,1000,6150,130,5946,100,100,1000,8453,72,7335,100,100,1000,0
13536,103,21610,100,100,1000,12777,61,26661,100,100,1000,9678,76,16435,100,100,1000,14995,62,22885,297,266,1053,16306,154,26153,100,100,1000,18964,145,41426,100,100,1000,14872,53,23108,100,100,1000,15339,51,18635,100,100,1000,8956,15,9972,333,280,1367,9657,5,10012,100,100,1000,0
8207,97,10060,100,100,1000,11396,1,11565,100,100,1000,10318,41,9382,100,100,1000,13613,24,14731,100,100,1000,10239,158,14013,100,100,1000,13560,131,24545,178,137,1215,8497,111,9887,100,100,1000,11812,56,24607,100,100,1000,7487,110,8625,100,100,1000,7792,84,6869,100,100,1000,0
5852,105,4887,211,167,1234,6396,94,5857,239,179,1522,7557,24,8607,250,213,1320,6021,157,3996,150,122,1028,7431,96,8054,100,100,1000,5849,66,6906,211,171,1207,7691,138,8162,139,97,1092,5540,51,4520,277,209,1373,5267,55,7084,333,280,1367,4799,15,2820,244,211,1080,1
12286,52,16092,261,224,1008,12593,37,19454,100,100,1000,13479,93,22911,214,162,1514,14420,106,35094,437,413,1074,12675,126,16523,100,100,1000,20261,131,44509,372,317,1471,15387,150,30063,197,170,1006,14519,151,27911,100,100,1000,8837,84,8426,100,100,1000,9612,98,9035,262,225,1118,0
11975,74,17340,100,100,1000,16752,106,41152,100,100,1000,16571,39,32284,100,100,1000,17741,88,21227,100,100,1000,11567,3,18209,100,100,1000,20676,153,38625,100,100,1000,22085,159,47066,100,100,1000,16358,87,21774,100,100,1000,12739,110,21535,100,100,1000,13136,123,32248,285,240,1355,0
6345,23,7543,100,100,1000,4899,94,3990,100,100,1000,4806,24,3013,100,100,1000,6753,60,3463,100,100,1000,5215,127,3813,100,100,1000,6787,75,7942,100,100,1000,3955,131,3633,100,100,1000,10686,150,13455,100,100,1000,3343,120,4388,100,100,1000,5638,98,5539,172,146,1004,0
12917,103,21363,312,245,1558,8792,105,13246,110,80,1066,13240,69,21999,250,213,1320,8960,136,11686,100,100,1000,11267,158,16121,100,100,1000,11403,12,21186,325,274,1299,12399,150,12665,177,137,1104,11129,50,14404,351,308,1225,8028,13,7292,138,109,1132,10192,110,18232,100,100,1000,1
8501,154,9735,100,100,1000,14162,48,25684,183,144,1223,7486,136,12495,100,100,1000,12226,47,14740,100,100,1000,10902,44,15678,100,100,1000,9802,49,14581,100,100,1000,10336,159,15839,100,100,1000,9662,56,16931,100,100,1000,6329,98,5541,100,100,1000,6214,101,4339,100,100,1000,0
7868,117,8344,154,96,1009,11683,40,20054,205,149,1335,11893,136,16845,100,100,1000,10636,63,16695,100,100,1000,5481,127,8085,100,100,1000,9107,145,13463,100,100,1000,6015,26,8750,100,100,1000,13031,150,22567,100,100,1000,5797,13,8288,100,100,1000,7858,95,5966,100,100,1000,0
12576,117,17292,100,100,1000,9071,40,27603,100,100,1000,17519,62,29088,100,100,1000,9684,104,10133,100,100,1000,14069,19,26659,100,100,1000,12857,145,28753,100,100,1000,15068,50,23396,100,100,1000,12957,10,38298,100,100,1000,8852,16,15539,100,100,1000,8410,78,3981,100,100,1000,1
7903,48,11085,100,100,1000,5976,74,14015,100,100,1000,13778,136,12978,100,100,1000,8778,41,11371,100,100,1000,9689,3,10169,100,100,1000,6954,91,12980,100,100,1000,12944,30,23894,100,100,1000,5901,51,11750,177,137,1104,7959,95,10097,451,415,1199,6936,55,10427,100,100,1000,1
5302,32,7045,100,100,1000,9288,139,17729,100,100,1000,6238,136,3937,100,100,1000,12025,39,8449,167,133,1007,6015,74,8864,100,100,1000,8282,27,8460,100,100,1000,6300,71,8069,100,100,1000,9977,150,11769,100,100,1000,4150,82,2907,100,100,1000,5527,84,4013,100,100,1000,0
10267,8,25421,100,100,1000,9006,109,9820,190,150,1043,7244,41,5413,100,100,1000,12225,14,14011,434,379,1542,11231,123,18072,261,226,1003,9297,140,10139,438,391,1173,11169,51,17632,233,186,1219,13952,9,26172,270,203,1555,6831,130,7172,353,296,1258,9272,95,11482,366,326,1033,0
10337,74,11760,100,100,1000,18318,138,43875,100,100,1000,16613,62,36992,100,100,1000,17510,144,27515,100,100,1000,11684,57,13785,100,100,1000,11873,93,27876,100,100,1000,15455,135,29865,100,100,1000,12440,111,17095,100,100,1000,8016,72,2650,100,100,1000,13526,110,37173,228,169,1033,0
11344,49,26650,259,219,1058,8523,117,9511,290,259,941,8076,76,8172,100,100,1000,12714,86,18031,100,100,1000,11194,11,27323,361,299,1656,8428,38,13951,412,380,1067,15111,51,25769,100,100,1000,9581,150,15245,179,128,1282,8635,10,13454,185,148,1161,6336,84,6956,458,410,1145,1
13847,61,27311,101,66,1076,11999,103,9876,100,100,1000,11248,39,17759,100,100,1000,14623,127,26579,100,100,1000,14570,2,22866,100,100,1000,12453,56,33450,100,100,1000,9958,150,8506,100,100,1000,15386,138,20518,134,106,1047,9934,95,7579,100,100,1000,8565,72,3663,210,179,1109,0
4176,80,5024,100,100,1000,6458,123,7347,100,100,1000,4812,41,4272,100,100,1000,7059,47,7477,82,36,1033,4415,44,4326,100,100,1000,6812,61,12257,100,100,1000,6196,159,8239,100,100,1000,7618,51,10431,100,100,1000,3039,130,2795,100,100,1000,5234,46,2119,100,100,1000,0
18111,4,52465,200,131,1151,12634,117,15875,100,100,1000,16792,60,22723,351,311,1195,20214,127,44180,214,162,1514,11087,91,25847,100,100,1000,14804,96,23044,100,100,1000,18927,118,62469,270,203,1555,16518,150,40183,100,100,1000,10398,17,10158,100,100,1000,11391,15,13369,333,280,1367,1
12240,44,21389,211,167,1234,7159,48,11016,149,120,1098,10990,67,9704,161,135,1049,8043,14,5530,100,100,1000,10016,157,13681,100,100,1000,9983,126,18597,412,380,1067,9943,160,19891,100,100,1000,10234,9,14823,153,101,1108,6672,84,4593,261,226,1003,5223,17,7422,100,100,1000,1
5667,144,5213,100,100,1000,8502,74,12865,239,179,1522,9470,24,11070,250,213,1320,9040,63,11616,156,122,1098,5072,153,5803,215,175,1086,7395,20,11333,412,380,1067,7098,150,9986,177,137,1104,7374,51,6993,84,57,1192,5085,15,5194,280,233,1516,5232,8,6544,124,75,1388,0
12652,61,19433,100,100,1000,11242,117,10506,100,100,1000,11517,144,16046,100,100,1000,11413,143,11841,124,79,1016,11217,8,18675,139,97,1092,19936,56,54332,100,100,1000,15146,51,35972,100,100,1000,16065,9,35504,325,280,1316,7930,102,5686,100,100,1000,8963,130,4776,100,100,1000,0
8012,52,9597,100,100,1000,8612,48,10198,342,308,1116,9697,67,12150,315,272,1178,7963,14,11068,250,213,1320,9229,8,14626,124,88,1157,6514,2,7020,100,100,1000,11337,51,17314,163,124,1141,7648,150,8480,100,100,1000,5524,55,8417,504,463,1003,4960,98,5416,200,143,1341,1
15502,48,21990,134,70,1437,16219,105,15855,211,167,1234,13739,144,13605,100,100,1000,11933,76,17969,100,100,1000,15179,145,33762,117,72,1006,14807,8,33792,100,100,1000,17812,54,18115,179,128,1282,22249,51,63784,349,314,1194,10253,15,10808,333,280,1367,10654,78,2956,216,192,1005,0
13889,48,21611,290,259,941,16216,44,24569,328,297,1083,13602,39,27291,457,399,1561,14852,127,25503,100,100,1000,13312,162,26445,100,100,1000,13778,8,32786,361,299,1656,13949,9,29378,163,124,1141,16309,51,24976,212,152,1389,7926,130,6313,284,240,1275,9444,15,9363,233,196,1147,0
5335,48,7953,100,100,1000,7977,49,13021,269,235,1091,6547,143,5519,100,100,1000,7183,149,8849,100,100,1000,5662,91,7111,347,311,1039,5688,2,7595,100,100,1000,5897,50,4693,100,100,1000,6858,138,8295,100,100,1000,3853,84,2769,100,100,1000,5272,8,6809,295,267,970,0
9763,90,12001,100,100,1000,10286,37,8206,100,100,1000,12210,47,12998,100,100,1000,7761,144,4438,117,72,1006,11600,91,10663,100,100,1000,10232,20,14027,100,100,1000,11879,138,24716,100,100,1000,10249,9,11114,84,57,1192,7705,17,5392,216,188,1043,5792,130,4217,305,252,1424,1
6254,36,4503,100,100,1000,9605,37,11979,164,126,1137,5481,38,2479,100,100,1000,10573,63,13975,302,263,1093,6269,127,5849,100,100,1000,7308,124,6622,100,100,1000,7121,53,4618,368,327,1068,10480,160,12398,100,100,1000,4085,98,2837,295,267,970,5048,84,4144,100,100,1000,0
5943,49,6761,100,100,1000,6530,74,7589,183,144,1223,5874,67,6037,175,137,1330,8780,63,8671,270,234,1229,5106,66,6684,100,100,1000,6749,2,9528,234,195,1312,5299,150,4603,141,103,1340,8554,51,10109,177,137,1104,3538,98,3187,333,280,1367,4007,130,2939,185,148,1161,0
11750,61,21179,100,100,1000,13929,4,21291,200,131,1151,12495,143,18489,222,182,982,8182,86,8579,100,100,1000,12526,127,24174,100,100,1000,8856,154,10848,100,100,1000,11606,30,21733,212,152,1389,9599,150,14210,100,100,1000,8025,17,7440,100,100,1000,6542,84,5238,66,27,1010,1
9241,4,8488,100,100,1000,14496,35,19841,100,100,1000,8890,41,8652,100,100,1000,11362,47,11026,100,100,1000,8997,66,14471,100,100,1000,9802,93,10452,100,100,1000,8544,150,14343,100,100,1000,12330,56,24195,100,100,1000,7153,161,6991,100,100,1000,7644,98,6967,152,106,1021,0
13695,154,20792,100,100,1000,17072,14,27544,100,100,1000,13178,144,19909,297,266,1053,15298,67,19243,100,100,1000,17807,124,32534,100,100,1000,15319,142,34439,100,100,1000,13983,21,19749,233,186,1219,15035,159,29692,119,80,1010,12244,110,27667,100,100,1000,8491,156,10957,100,100,1000,0
